requester_id	num_followers
A3PEX7IEA5GQT0	2
A1VW01OCWYZSS9	2
A1NKNKGIFAWDM	2
A3ICO3SV3V7DWH	2
ATCXSCRYON4PJ	2
A1AF2RQ8AF79AP	2
A29P52208CPNTL	2
A1DPN0ELREA8BX	2
A3T18G5YWMVCP9	2
AJCMEDYWY4AWT	2
A3LWYM9EHH9GDK	2
A10KTAX3O5GMVO	2
A12JVT1ESDUBUD	2
A1F9W6UY3YL34J	2
A1MPRAOP5CW2M5	2
A1HLHHC4KIJB8I	2
AHG3DFQ65ESGY	2
A3JNRVTF2ZNMUN	2
A3W0VQNC9DJI9V	2
A2HBE31BTJQMGL	2
A15HTJTGHH26A2	2
A2F7PR9AE0GHUF	2
A3H0D24TYO3Y6S	2
A1LLTVLMJNNAQU	2
A34M7MN7QGXBSX	2
AO02TOCBAPN7W	2
A14FZ5PITXJT3U	2
ATP0XWGEOB074	2
A2HQKAK09RXCX	2
A17Z0YRBL3OI7U	2
A2S0PI16299RWU	2
A1S915XV7TUJ6Q	2
A1XNOWVRN7PFM6	2
A3IGLPQEASPX6B	2
A27L6Z6PBCE04Y	2
A23BFOVOOKCADW	2
A1YOSN8ASBN2B9	2
A2SUDQXR5LH4ND	2
A1CEBF7WRZ74YK	2
A2POU581VIIKAH	2
A12IRJCLMI131Q	2
A1IYL8MWRARVBJ	2
A2N0MYXIGB16RK	2
A2OLAHJ8Z6JVP0	2
A2YKOZ2NIHQMWA	2
ABMMCWXPV2351	2
A256IQWDD1D6HC	2
AUH090PPYMVC0	2
A2AM5ULTPDZBG8	2
A2JGL0LQKV0Y3G	2
A2LSPC3NPIGVNO	2
A1G5S03EGW1ED6	2
A1ZFY5DB22KCK9	2
A3EHYJ0QZ4ERXQ	2
ATQUZNJVJSSWI	2
A351121OZ1978E	2
A2KPVION6Q04KN	2
A3TU49EJ3M221L	2
A1PEALOSL9Z4KL	2
A17VBSFR8YJDZJ	2
A2VPB2GXEY2VDA	2
A3DBRQ48XMGYIQ	2
A2TBMLS6SFWF5F	2
A1GRUVMD2KY0U6	2
A3D9EEGRG7BHFI	2
A2VKD6TB0EAZYQ	2
A1VF41T0B9WD78	2
A365T86I7U87Z8	2
A181AHSJE11HQF	2
A1O4UKLPY407WS	2
A1KPX3ZGV48ORK	2
A222T6DOEXIL8L	2
A1ZJB85W8WYUWE	2
A29AS7HEEO06FN	2
A5L8VDXWS2H8O	2
A2HP9W5J445GO1	2
A1PMD0ZGUEAY2B	2
A35493KHLHLDMT	2
A28YVHNIC6M438	2
A1EYB6OGMSJNT5	2
A1LQF59W9ZFP8M	2
A6V77TFF7OA5X	2
A14WBGTX7XKF4F	2
A152BUXVDHE4EK	2
A1DS9QFA0IDIFJ	2
A3D7UHPFCRE9ZZ	2
A3QOFNF7MPCTQT	2
A2S0VJE25JPZ4P	2
A6AILYBOSANIR	2
A2TJN5XOYOKXOY	2
A3ATARNLNT17AR	2
A26PN5VB7V9CPA	2
A3PBUB3OM54I27	2
A1XQS7YLZXG8FE	2
A172PUFTXDK0M9	2
A1YYJ19J1PDOS1	2
A1402D8IUJQZ0D	2
A2D82ES1DAIYZZ	2
A1K1Z4ID0ZB1YH	2
A369XDKM3XLEA3	2
A1RMC93TEKSKE0	2
A1ZGMWR32BPK95	2
