hitsArrived,avgRewardsArrived,hitsCompleted
4478.0,0.2163666815542653,4198.0
2788.0,0.16979913916786227,4366.0
10068.0,0.09333730631704411,2948.0
5688.0,0.13282700421940927,3863.0
5043.0,0.1443486020226056,3920.0
4636.0,0.1345685936151855,3956.0
5605.0,0.1277555753791258,3942.0
3263.0,0.20328838492185106,3034.0
2648.0,0.17984138972809668,4426.0
2388.0,0.1424748743718593,3733.0
2384.0,0.2888296979865772,5660.0
11664.0,0.09025205761316873,6695.0
3168.0,0.14378787878787877,5071.0
3751.0,0.13140229272194082,5339.0
2926.0,0.09876623376623377,3200.0
3151.0,0.09441129800063472,4530.0
2861.0,0.10911569381335198,3928.0
4452.0,0.07141509433962265,3210.0
4216.0,0.10626423149905123,3499.0
3074.0,0.16772283669486013,4482.0
9453.0,0.16657886385274517,5991.0
16969.0,0.06348341092580588,15049.0
14718.0,0.1160218779725506,16609.0
12057.0,0.14092643277763955,8409.0
11807.0,0.15607775048699923,10719.0
9271.0,0.168211627656132,7287.0
20080.0,0.08850697211155378,22146.0
9710.0,0.17092481977342946,8627.0
9333.0,0.1222125790206793,6549.0
16509.0,0.09158035011206009,5322.0
12541.0,0.09785503548361375,7658.0
6476.0,0.17338017294626312,8872.0
4761.0,0.12131484982146609,7886.0
4238.0,0.1302807928268051,10059.0
3583.0,0.14432598381244768,7428.0
4274.0,0.11405942910622369,5964.0
2335.0,0.13932334047109207,5469.0
4259.0,0.20469828598262502,4713.0
3656.0,0.12989879649890593,4459.0
3499.0,0.12321806230351529,5714.0
3461.0,0.16420109794856977,4359.0
3130.0,0.11633226837060703,4567.0
3047.0,0.15983918608467343,4362.0
9172.0,0.1199880069777584,4430.0
7611.0,0.10148206543161215,9356.0
6152.0,0.12516742522756827,9701.0
5523.0,0.19466775303277206,6892.0
13532.0,0.12062370676913982,6813.0
27406.0,0.08563380281690142,7868.0
6172.0,0.17981367465975373,11353.0
13756.0,0.1332822041291073,9192.0
41653.0,0.03822965932825967,10355.0
65282.0,0.038008026714867804,19532.0
24904.0,0.06294490844844201,11090.0
11215.0,0.09035131520285332,7958.0
5765.0,0.1517380745880312,7154.0
5330.0,0.14311632270168856,7808.0
7036.0,0.24503553155201818,8625.0
6020.0,0.09198006644518272,8101.0
3546.0,0.12142413987591652,8266.0
4734.0,0.14763836079425433,7187.0
10105.0,0.08277981197427016,7161.0
4354.0,0.1083991731740928,5972.0
3626.0,0.08513513513513513,5028.0
3388.0,0.11631936245572609,5712.0
4751.0,0.06824247526836456,6004.0
3396.0,0.07913427561837456,8139.0
6018.0,0.15073944832170155,7401.0
19786.0,0.06698322045891034,10462.0
12358.0,0.07950720181259104,15844.0
13950.0,0.11107025089605735,13043.0
20139.0,0.1784383534435672,14841.0
7527.0,0.20917364155706125,20652.0
22576.0,0.05288447909284196,16046.0
11699.0,0.12291221471920677,14953.0
14309.0,0.13623942972954084,13382.0
10658.0,0.10777256520923251,10154.0
8918.0,0.09500336398295582,8531.0
8484.0,0.1318953323903819,11307.0
5335.0,0.1045285848172446,8505.0
9572.0,0.09071458420392813,10075.0
25392.0,0.04841879332073094,9910.0
3763.0,0.16495083709806008,16155.0
3098.0,0.21933182698515172,13774.0
3235.0,0.1653415765069552,15145.0
14097.0,0.07610839185642336,14629.0
18540.0,0.12787270765911543,13097.0
4424.0,0.1628119349005425,13703.0
2945.0,0.1312088285229202,14392.0
1804.0,0.1955432372505543,14837.0
2409.0,0.21141552511415526,13092.0
5106.0,0.10829808068938504,8431.0
7582.0,0.0875824320759694,10615.0
11999.0,0.08577048087340612,12085.0
6830.0,0.10530746705710102,9427.0
26220.0,0.09742753623188406,8570.0
33904.0,0.10118245634733364,9324.0
5661.0,0.17167638226461757,12038.0
9636.0,0.10456413449564135,10724.0
7160.0,0.25031564245810056,12058.0
17141.0,0.13097893938510005,10594.0
14265.0,0.07148966000701017,8849.0
20377.0,0.07573587868675467,10455.0
4144.0,0.46381756756756753,10378.0
35636.0,0.060572735436075886,11582.0
59962.0,0.0710133084286715,11060.0
3580.0,0.16785754189944133,11409.0
4242.0,0.16358557284299857,10509.0
3713.0,0.13696741179639105,10911.0
4348.0,0.23739650413983443,9529.0
8332.0,0.1255052808449352,7605.0
4162.0,0.1384887073522345,7869.0
3975.0,0.12403270440251572,7988.0
2022.0,0.2278882294757666,7803.0
3333.0,0.15304830483048304,6510.0
5832.0,0.10664437585733882,5629.0
7737.0,0.10491404937314205,8459.0
8581.0,0.1263896981703764,9752.0
8659.0,0.09399468760826885,7228.0
21722.0,0.08366909124390019,7847.0
21324.0,0.15553554680172574,12447.0
19149.0,0.0824189252702491,20291.0
8775.0,0.11486495726495727,10977.0
14058.0,0.11229122207995447,9998.0
10583.0,0.18359633374279505,8085.0
15062.0,0.07408445093613066,8478.0
10735.0,0.15253097345132743,11508.0
7287.0,0.16793193358034858,10115.0
4574.0,0.14666812418014866,9164.0
4894.0,0.13714344094809972,8552.0
5557.0,0.13885909663487492,7429.0
4957.0,0.10817228162194877,6808.0
2688.0,0.15935267857142857,12282.0
5728.0,0.0989036312849162,6160.0
3336.0,0.11833033573141487,4867.0
3480.0,0.13175,5437.0
1578.0,0.17723067173637516,4756.0
2689.0,0.3933469691335069,5589.0
3397.0,0.11514866058286724,4786.0
4046.0,0.14699703410776074,5784.0
5704.0,0.14432854137447404,5123.0
5452.0,0.06969919295671313,8386.0
4202.0,0.2168776772965255,6455.0
4007.0,0.13820564012977288,6386.0
7475.0,0.13221404682274246,6453.0
10059.0,0.1229326970871856,6439.0
5410.0,0.09562107208872457,6820.0
7254.0,0.11816790736145576,5973.0
10090.0,0.09202279484638255,5927.0
4957.0,0.142469235424652,9928.0
4833.0,0.2911773225739706,5854.0
4720.0,0.1548241525423729,5591.0
6458.0,0.09143697739238155,6190.0
5471.0,0.1332297569000183,9533.0
2626.0,0.28755521706016757,8102.0
2055.0,0.15197080291970805,9325.0
3215.0,0.12647900466562986,9220.0
3415.0,0.09856515373352856,9545.0
2344.0,0.12186006825938565,6353.0
2072.0,0.15237934362934363,4320.0
2632.0,0.10245820668693009,4113.0
1945.0,0.0899280205655527,4251.0
1717.0,0.17606290040768782,4168.0
2065.0,0.1255302663438257,4172.0
4252.0,0.08974600188146754,5540.0
6092.0,0.07870157583716349,9706.0
2922.0,0.16697125256673512,6843.0
3326.0,0.3260072158749248,6036.0
4541.0,0.1222704250165162,6392.0
4097.0,0.13755430803026603,5717.0
6196.0,0.0853082633957392,7134.0
6054.0,0.22034522629666337,5787.0
5301.0,0.09961139407658931,5387.0
8675.0,0.09577867435158502,4491.0
5903.0,0.19121802473318653,10086.0
4958.0,0.09116377571601453,5131.0
3411.0,0.2053122251539138,5640.0
4626.0,0.19360786856895806,5871.0
3699.0,0.12728575290619085,8114.0
3868.0,0.10138831437435368,8022.0
31730.0,0.0765345099275134,7943.0
5094.0,0.0761523360816647,9106.0
9719.0,0.08027986418355798,8532.0
8066.0,0.07458343664765683,7444.0
3245.0,0.15436055469953774,8488.0
1789.0,0.16957518166573504,7757.0
2132.0,0.3481613508442777,6618.0
3558.0,0.20935356942102304,7375.0
6364.0,0.21164204902576997,9499.0
18355.0,0.06972704985017705,20975.0
33792.0,0.0487887665719697,10923.0
8062.0,0.22309352517985612,8953.0
37346.0,0.0682228351095164,9771.0
11595.0,0.1637938766709789,12190.0
8096.0,0.1616316699604743,13322.0
10913.0,0.10106661779529003,11976.0
10585.0,0.11763344355219651,9595.0
6162.0,0.14057611165206102,14396.0
6926.0,0.15947588795841755,8352.0
22721.0,0.05342634567140531,7947.0
2999.0,0.1257119039679893,10965.0
3766.0,0.2921933085501859,11775.0
3689.0,0.20913526701002982,9267.0
4061.0,0.13102684067963558,9457.0
6283.0,0.08464427821104568,9270.0
3520.0,0.10798579545454545,7872.0
17386.0,0.06343839871160704,4857.0
2338.0,0.0936911890504705,6848.0
7695.0,0.047680311890838205,7960.0
3519.0,0.0819664677465189,7534.0
3200.0,0.1588375,8144.0
5691.0,0.13176418907046214,6310.0
4812.0,0.13974438902743144,9673.0
6477.0,0.12544387833873707,35495.0
6024.0,0.13439907038512616,15730.0
17440.0,0.1095269495412844,8843.0
20295.0,0.15071051983247105,13294.0
10738.0,0.10275656546842989,10644.0
6216.0,0.1403088803088803,10103.0
10670.0,0.08412183692596065,10622.0
13639.0,0.08542341813915975,9887.0
10417.0,0.09129787846788902,9221.0
9348.0,0.1896459135643988,9790.0
13866.0,0.07593177556613298,9396.0
9071.0,0.14916216514166022,13511.0
6638.0,0.17424676107261225,10179.0
4435.0,0.13002931228861328,9447.0
3268.0,0.18564871481028153,9828.0
3427.0,0.1388824044353662,8575.0
2840.0,0.12211971830985915,6949.0
8424.0,0.05851139601139601,5282.0
7689.0,0.08332162830016906,6710.0
2740.0,0.20155109489051096,6432.0
8228.0,0.14080700048614486,6399.0
7246.0,0.12716257245376758,7878.0
3658.0,0.18333242208857298,7215.0
7979.0,0.12683168316831683,6856.0
6735.0,0.11193170007423905,20065.0
7320.0,0.1269016393442623,8575.0
12866.0,0.08834991450334215,9374.0
20292.0,0.08118223930613049,9784.0
19201.0,0.08752148325608042,17712.0
11744.0,0.23330466621253404,12175.0
19161.0,0.08138406137466729,11468.0
27476.0,0.07049497743485224,15683.0
46171.0,0.03299668623161725,15307.0
8624.0,0.12709879406307978,60070.0
7665.0,0.12597390737116765,7476.0
12963.0,0.2102406850266142,10589.0
23021.0,0.06883845184831242,10622.0
3375.0,0.10174518518518517,12839.0
5494.0,0.07853112486348744,11859.0
5422.0,0.08238288454444855,8286.0
3232.0,0.14635829207920792,6792.0
4109.0,0.1252591871501582,4797.0
4544.0,0.05424075704225352,3920.0
6798.0,0.09614592527213887,5378.0
2580.0,0.16015891472868216,5029.0
2121.0,0.1557142857142857,4439.0
6049.0,0.1203570838155067,5976.0
5729.0,0.17718100890207716,7423.0
14357.0,0.13824963432471965,9214.0
6195.0,0.17248103309120258,10681.0
26852.0,0.09731118724862207,12787.0
16823.0,0.09441657254948582,13891.0
21836.0,0.10495969957867742,13566.0
10225.0,0.1351158924205379,11500.0
26195.0,0.12662187440351214,12575.0
18939.0,0.1542483763662284,8816.0
10677.0,0.11077643532827573,17762.0
19365.0,0.0713410792667183,12270.0
5994.0,0.11776776776776776,11479.0
6216.0,0.09643178893178893,12163.0
6368.0,0.09990420854271358,12930.0
10153.0,0.07721461636954595,13373.0
8246.0,0.08186150861023526,14124.0
6087.0,0.09279612288483655,9168.0
2547.0,0.11443659206910091,6421.0
3496.0,0.16956521739130434,4599.0
3038.0,0.13594140882159317,4706.0
6340.0,0.10940851735015772,4452.0
6204.0,0.13311089619600258,4945.0
2393.0,0.12117425825323862,4239.0
6390.0,0.12575899843505478,5185.0
6357.0,0.13300141576215196,4531.0
10964.0,0.09738872674206493,8505.0
12689.0,0.09966348806052487,10629.0
6372.0,0.12981795354676712,12667.0
17890.0,0.09631861375069872,14531.0
9859.0,0.082671670554823,11475.0
7247.0,0.1156161170139368,9532.0
27872.0,0.0460458524684271,10444.0
6523.0,0.2842940364862793,8890.0
4789.0,0.21474211735226562,8326.0
4713.0,0.22612348822406111,5843.0
24490.0,0.05853777051857901,7369.0
4089.0,0.10091464905844949,7688.0
5310.0,0.07825423728813559,7333.0
16789.0,0.02014473762582643,8656.0
3954.0,0.08370510875063228,7756.0
8558.0,0.05110072446833372,7543.0
3839.0,0.08868976295910394,7375.0
3362.0,0.10002379535990481,5368.0
1850.0,0.12496756756756756,3964.0
2499.0,0.14268507402961184,3785.0
2061.0,0.10646288209606987,3846.0
5838.0,0.06614594039054471,3437.0
1533.0,0.12773646444879322,4382.0
4448.0,0.0793794964028777,4327.0
5322.0,0.06797444569710635,8603.0
2719.0,0.20561235748436923,6139.0
12050.0,0.05247883817427386,5308.0
7242.0,0.08724799779066557,5954.0
10236.0,0.06395857756936303,5616.0
4489.0,0.09248607707730007,7250.0
8596.0,0.09253606328524897,7240.0
6701.0,0.12236681092374273,8327.0
4939.0,0.07947965175136668,6161.0
19636.0,0.06259268690160928,5872.0
4037.0,0.10215506564280406,6563.0
4013.0,0.06648641913780215,6048.0
3844.0,0.14309573361082203,6770.0
1927.0,0.17336274001037882,8141.0
4641.0,0.0927946563240681,7078.0
4859.0,0.06675653426630994,5469.0
16254.0,0.07056047742094254,4544.0
7460.0,0.09943565683646112,5559.0
2138.0,0.13645463049579046,8739.0
4274.0,0.09581188582124474,10963.0
2012.0,0.10815109343936381,5172.0
2223.0,0.09297345928924877,4753.0
3250.0,0.07032923076923077,3672.0
2820.0,0.09884397163120567,4144.0
5965.0,0.07057334450963956,9034.0
6472.0,0.12137360939431396,6570.0
3214.0,0.16899502177971373,7071.0
3141.0,0.17167144221585484,7697.0
6502.0,0.15328668102122422,4357.0
5245.0,0.12216396568160152,5137.0
6783.0,0.14083149049093321,3838.0
13912.0,0.052196664749856236,5517.0
9605.0,0.053401353461738674,5266.0
4229.0,0.1342232206195318,4599.0
6018.0,0.09143070787637089,3536.0
4177.0,0.11133349293751497,4281.0
3168.0,0.11220328282828282,5724.0
3426.0,0.11792761237594862,6387.0
25535.0,0.027907969453691013,6181.0
14196.0,0.02325795998872922,6728.0
6326.0,0.07155390452102434,5603.0
6274.0,0.06065030283710551,4362.0
12660.0,0.04691153238546603,5370.0
2675.0,0.11743177570093458,5642.0
1858.0,0.14972012917115177,4293.0
2103.0,0.2869139324774132,4718.0
3041.0,0.1586155869779678,5578.0
8641.0,0.09331327392662887,8353.0
6488.0,0.07711929716399507,9477.0
11480.0,0.2219198606271777,6276.0
24751.0,0.0759848086945982,8279.0
6030.0,0.17676782752902157,7236.0
9113.0,0.14130911884121586,7559.0
27311.0,0.07777086155761415,5469.0
12056.0,0.2233319508958195,8445.0
8470.0,0.1327378984651712,7782.0
6328.0,0.11435998735777496,8977.0
3392.0,0.22969634433962263,6743.0
13834.0,0.0721642330490097,6422.0
3113.0,0.19260841631866368,7133.0
3316.0,0.14214113389626054,8742.0
7404.0,0.08280794165316045,9952.0
2908.0,0.1066127922971114,9527.0
5078.0,0.0967664434816857,9244.0
4438.0,0.07966876971608833,8831.0
3759.0,0.11986432561851557,7876.0
32732.0,0.05907613344739093,6672.0
3198.0,0.1321294559099437,8489.0
3428.0,0.09058343057176195,6781.0
18339.0,0.029260592180598725,8087.0
