Frame	Accuracy	MSE	MAE
1	0.129774518738	3637.14105354	3.430529188
1	-0.0876369018421	1933.85600902	5.25209256594
1	0.380726456295	2748.4702457	4.50575831652
1	0.026400696731	1810.19074407	4.01837469945
1	-0.0873549724648	1764.94515623	5.15551241944
1	-6.79438971534	431723.587034	26.9919650045
1	0.162393813937	2396.34969514	4.28350045167
1	-0.214118591868	885127.086415	39.4138583669
1	-0.0149285920397	1500313.20114	34.0998951542
1	0.0645709640752	1780.007311	2.81561337723
1	-1.42010063854	2519.18806355	6.11961569909
1	0.0518003648138	8552.64953348	5.7160384385
1	0.798633197888	49910.2714756	9.87430761341
1	0.0315808661095	113780.828372	11.0912839147
1	-0.0764126013708	5337.02475059	8.92099797449
2	0.1688180614	2034.10323499	2.86286451399
2	0.100985488619	530.461930485	2.71058244862
2	0.546743645716	2675.72614545	6.23039429214
2	-0.111603124125	15418.8287622	10.2180226227
2	0.0363891943858	92857.3726646	13.2293079313
2	-0.0249184390559	1890.21627619	5.37358654191
2	-0.0438556054661	8466.78784109	3.30011409002
2	0.076851468693	1184.17809769	2.36519450627
2	-0.00544034598948	29627.1188822	5.55585839342
2	-0.0130476350151	8875.52280949	6.75314295539
2	-0.0169566685323	87706.0425332	23.3203606518
2	0.0136998748353	2099.94703441	6.36526366804
2	0.649217080919	630.63233943	2.84116331172
2	-1.59973574339	11746.7481362	7.2170038475
2	-0.194420176977	1011.78500107	3.49236562147
2	0.0720983313286	4703.42525618	5.11905036706
3	0.190717496227	407.929848288	1.46034992019
3	0.315644579441	1020.08575511	2.70371838178
3	0.270358405644	872.252101249	2.56930646875
3	0.0625888385049	12565.7400799	6.86536866887
3	0.385375178279	1902.36789757	3.79017124825
3	0.0944233456539	28489.9961816	7.7111849977
3	-0.0120281547153	7402.14872529	9.43432458797
3	0.401511671728	901.660311563	4.22331354982
3	-7.54444769947	61111.5768347	19.8650695081
3	-0.433711201051	109.466760212	1.37943728522
3	0.074409378634	1791.00082925	3.86633753741
3	0.0265522842197	2467.51520141	6.21396750322
3	-0.0762531342523	913.690091161	3.32243774715
3	0.0814682181898	3163.11615111	6.17517780633
3	0.27163996218	744.905240839	2.72814731984
4	-0.0664907879086	75873.4095125	14.3043146896
4	0.900257415172	536.550463532	2.64615478328
4	-3.88973565926	120369.518083	17.2338051794
4	-1.89051683622	9233.50051278	14.5609074825
4	-162.303486403	70164.8228762	7.3529064033
4	0.605147183164	27938.9500245	14.2611591699
4	0.690918098842	631.580990159	1.83660636443
4	-164.483939474	185129.650905	13.0800308013
4	-0.145397044232	7023.56500496	6.10102139429
4	0.0196803583636	379.374858675	1.71907118192
4	0.0270632876247	7512.01543787	6.95665707162
4	0.177439221378	3902.41852295	3.64104649968
4	-2.7505577397	32528.1135208	7.45075705242
4	0.76111737111	2656.8848389	5.1257144983
5	0.330423281411	152.990583279	1.23626901347
5	0.48155932875	1296.36050407	4.69746210363
5	-0.030652708452	38149.7805763	10.3664509558
5	-0.151077820349	2880.73428747	11.1588175023
5	-0.0954280578499	15164.1525246	10.4378044556
5	-0.377682797093	230.485339122	1.27103235747
5	-0.015586677082	2656.0971968	4.88943336391
5	0.205551330502	1684.18833045	3.5034858289
5	0.473153165901	934.3191961	2.97213309678
5	0.570284035172	3218.46674774	4.4393900818
5	-0.0350776740342	1749.29614742	4.87031330522
5	-0.170856326794	7708.94429921	12.5837926998
5	-0.0944876188074	31429.432603	7.43312541308
5	0.259735278873	12716.6573048	4.44332487781
5	-0.254429050158	6378.2780471	7.80598005092
5	0.0267743917561	462.582711683	2.76227967982
5	-1.70511660824	37149.2184123	24.8815680786
6	0.0718201658129	3048.97753084	5.81962073359
6	-0.310625478	3791.58066239	6.50459031903
6	-0.215298218763	1389.5725844	4.77205380042
6	-1.22477086236	10213.721997	36.7253345994
6	-0.0969765955053	28022.2500383	8.38302831998
6	-1.29037194494	21542.8885512	11.9307649311
6	-0.244665153485	2012.44079453	4.26291791953
6	-0.132042056528	1752.93796975	4.42846563361
6	0.434574169242	768.504650523	3.83217600153
6	-0.0293963651893	28155.7493391	13.1703107429
6	0.406007491687	399.082022971	3.06748443934
6	-0.312245447794	1537.00781265	4.07286509453
6	0.0405218352942	1652.96340084	2.94094815208
6	-0.186257605575	3280.3820489	5.06216077131
7	-0.0344867295204	7698.87361045	8.23143723681
7	-0.737550612906	204147.089991	12.4639510659
7	0.786550707083	281.493135687	1.71374636754
7	-8.85012584461	46121.3370889	10.7675115242
7	-1.00483914897	9085.28857354	7.4096610648
7	0.157934525449	74034.7417862	13.0856237224
7	0.0907879231671	62021.8165392	6.82132186349
7	-23.6222996745	72617.3971286	19.5617241431
7	-0.0211268208396	9710.82736575	6.74964661202
7	-0.0643650317085	83046.5661529	11.1943674959
7	-1.52057988376	1734.19581688	3.30410110734
7	-0.13776457502	1719038.2621	42.9565550642
7	0.600122488865	50178.3032715	10.6756196038
7	0.824341643463	11994.6956554	6.83832937023
8	-0.0161954314602	5341.0543272	5.85274621047
8	0.0436353541811	5506.04173492	6.65914497602
8	0.0756410194314	5947.63406248	7.74716237489
8	-2.990176787	19875.9147094	16.8938168233
8	0.565662592465	1345.41871067	3.68007433921
8	-0.111269798249	3460.63425456	5.0386853588
8	0.0170853194696	1182.4873656	4.02477496516
8	-0.00338586085241	8819.15848337	6.19811774775
8	-0.0404911443141	242749.340686	21.2669233907
8	0.10746609853	2790.8427335	3.54261499094
8	-0.0847855078746	7244.78761058	10.831969044
8	0.539182147795	932.471149448	2.68512807323
8	0.47313389805	1142.33476728	4.82679134854
9	0.0121864255666	6956.62336995	3.34355769564
9	0.732377072551	1574.35913264	3.71216187534
9	-0.0495966082279	32203.3255772	21.9091320874
9	0.0270275658091	972.974819497	2.57605020261
9	-0.10804160646	4752.18900811	7.07546787587
9	-0.0230821084475	2308.32558058	9.63628318298
9	0.0277915378394	43661.5907509	9.25286323294
9	0.32485453078	8167.99706046	6.81647733479
9	0.0924406322282	16419.4755959	9.03678153307
9	0.106525780518	2205.95257274	3.97666945269
9	-0.177099019494	6136.11032068	8.7519918442
9	-2.39958592411	6410.9376262	4.87455698878
9	-0.204713585537	9554.95638699	6.53089623383
9	0.286745161478	2026.49558299	3.99671303294
10	-0.0894304080306	2441.76284028	4.50515146854
10	-0.540769330718	434.649851865	2.2214456006
10	0.0420555095243	45414.5680494	7.91784339557
10	-2.76497357017	41472.4269254	6.91901939324
10	0.272625913178	1827.30016463	4.21693274774
10	0.703826754468	417.045555719	1.49842237354
10	0.309301591745	1273.59763451	4.06859433309
10	-0.874475402065	39547.8708102	6.01967064871
10	0.162975731851	469.170440269	2.47498612235
10	0.681569004573	4184.87951152	6.87857703377
10	-1.34784041437	13223.0132823	9.75515275401
10	-0.0723748402862	2106.58167073	4.601709467
10	0.138513523083	3683.42855638	6.55988619438
10	-0.0645157333691	4483.27602784	4.09778703408
11	-0.124969260967	10144.7742641	6.21243618498
11	-5.4342746798	76607.7291399	9.46392604857
11	-0.453095653644	11046.5657116	9.36047928445
11	0.0478469414503	125882.708016	33.4924889562
11	-0.572374632262	3949.4286508	6.02231647177
11	-17.8684816523	107977.718814	9.96628093248
11	-0.0121983054144	53701.1511638	10.0641744784
11	0.178319637377	40612.5216759	11.5698599964
11	0.0490142389641	4592.39146758	6.18379076541
11	0.0781821759833	599.100754587	3.39256566197
11	-0.00245032590439	742.573908519	3.04080917203
11	-0.81887824013	41732.2460759	15.2867885726
11	0.0598213971201	3534.79096078	5.36434274855
11	-0.0208564543698	56658.3599729	9.57233631641
11	-0.0585927506369	5968.18702254	3.04332512587
11	0.234211705078	3460.54424369	8.84054750271
11	0.353867885981	1554.9186447	4.33285975801
11	-2.17699746553	11429.9599073	6.33563074064
12	-0.455044923593	82644.1653239	14.7958982986
12	-0.0218459580837	52772.6190411	15.0941465855
12	-0.019423411528	150694.519366	16.2357770616
12	-0.237639760027	4337.46006217	6.94349643564
12	-1.91118480341	42400.9858456	17.994679969
12	-1.17606316421	9432.70532089	6.80361867978
12	0.0742990408113	5118.22250976	4.43007078703
12	-0.883179849161	4638.32713923	6.54922000599
12	0.126671693494	18932.507673	6.6613764988
12	-0.77727632143	6339.05683098	8.88499053286
12	-0.00703103904523	331500.907276	14.6719820484
12	-0.778347777078	12430.116393	7.64081820897
12	0.217568885778	161.641756177	1.41053580882
12	-4.1034005411	13051.9097776	8.02019517421
12	0.284774323052	1352.06396272	4.16426212435
12	-0.0152896830718	25785.0959618	6.16523664351
12	-2.13884611737	101894.020793	83.9372292943
12	0.208350178467	5741.27274941	6.8404872181
13	0.39830377829	293.448444091	1.73901849517
13	-0.0693150050227	21828.9767852	10.6222702356
13	-6.91138451013	15128.7765964	6.49871995465
13	-0.298019917939	24722.1421094	8.25920381419
13	0.234748712493	4772.76303573	8.64685430731
13	-1.75247381455	19119.9501298	17.4598943012
13	-2.0479395192	6252.04068796	6.03317382389
13	-0.548792802307	7353.56090575	6.30853639467
13	-0.206899584488	9177.46730365	11.098840563
13	0.389957974867	2319.85653737	3.72531494061
13	0.195434901932	534.677136561	1.29770336225
13	-0.443280050837	10270.8591212	6.23433625174
13	-0.0941564356739	9604.60223331	10.9724670495
13	0.0260573858208	6780.80093958	8.39884758705
14	-0.485575034571	32345.4699579	9.13497712089
14	0.0548237910027	3553.5804683	5.36842654591
14	-0.0748835376692	8591.33814376	6.44582461447
14	-0.653529648598	68379.12989	10.9861106262
14	-2.42914421458	13645.5650004	9.37036379102
14	0.141659651712	7953.07881833	6.80230126679
14	0.225975235926	1976.12098958	3.3750947913
14	-1.12397521207	5992.01785444	6.43472010446
14	-0.119427082356	798.723151539	3.00062328349
14	0.0346304348376	244938.322891	16.9159766473
14	-1.13641572633	28638.0681418	10.3261699398
14	-0.143680979437	19134.333213	13.7852244375
14	0.496266149004	354.367588286	2.3680889875
14	0.344092206405	1192.67381743	3.17216852347
14	0.156431256906	1070.02047737	4.07301770772
14	-8.39903309784	26429.5259785	9.61335776035
15	0.450466850947	1520.95218731	4.52298517923
15	-0.026945043386	1948.59498408	4.1586872511
15	-1.579010546	1238.99929798	3.42264960466
15	0.142630522217	298.108995354	1.07996222106
15	0.0568476961041	64337.0459448	7.75202361957
15	-3.24787438063	347286.813895	20.2448868709
15	-0.542556329058	1823.35643384	5.26419558114
15	-1.28076603104	13050.2699129	9.41432531645
15	-0.101781470692	3354.00941102	5.20125797937
15	-0.0328494529039	10495.3286514	7.08357949201
15	-0.161292708423	1456.32211484	3.15109433981
15	-0.757880562565	28559.0914237	8.36528921572
15	0.353880630196	2713.67769572	5.20479087086
15	-0.857027976159	4817.13852895	7.78063459539
15	-0.0779767273659	1303.42306365	2.85411665249
15	0.158477360602	905.313481235	2.43430713076
15	-0.569554429452	9327.67049354	7.91737649751
16	-0.00318060105649	1979.19847098	2.86094642614
16	0.108537795406	5900.72077293	8.50370174362
16	-0.680419524696	5960.81145159	5.23447348165
16	-0.31624033563	504.862661828	2.63985012669
16	-4.14484736125	31598.7322953	12.9502612431
16	0.0917530308367	4178.37482518	5.9562788487
16	-0.153865029785	3261.21586485	5.54042326693
16	-1.08693085917	7492.80307304	5.13367889041
16	-0.0461722369442	13847.1405138	13.2035939262
16	0.000370513786859	125363.433113	10.4490120709
16	-0.100361032504	4097.51006756	9.96396786982
16	-1.68375142421	29562.4080096	6.98804281255
16	0.1729269378	5121.15014082	4.57782552878
16	0.825946778573	2043.02226771	3.98942174704
17	0.0208757927031	7900.16585762	8.47255434259
17	-0.0313576997107	3248.44894313	5.19589673767
17	-0.317337319022	3609.34553319	6.40785352255
17	0.428220500708	5708.862183	5.08536444793
17	-0.0272370543007	54499.0166838	10.3902359564
17	-0.0447967027638	4480.94311408	6.48551487835
17	-0.199454600087	1316.04566958	3.86297084246
17	-0.0365813810602	131447.411316	36.9850748251
17	0.690757534587	3403.90096546	5.41653961136
17	-0.865914621763	5149.84038307	7.1136357838
17	0.0423577044501	83541.4924801	13.69583737
17	0.00329401471311	382437.990063	17.1102464484
17	-0.78332114555	4931.92367972	10.5711932711
17	0.266381939415	877.005779014	2.44465451617
18	0.434559182847	1702.99274216	4.01044784353
18	-0.9631293765	7210.62210714	6.0208284795
18	-0.09054238571	21236.2527724	6.67766769015
18	-0.722098584448	11600.967679	7.97531735511
18	-0.495648041134	19709.4798071	9.88189389838
18	0.474989323229	628.775894666	2.89263706287
18	-0.16210235427	56593.6013854	10.7797056281
18	0.434813568557	2238.11226627	4.77667132736
18	-2.58907334685	6047.70387973	4.9861933197
18	-3.20708261042	7981.4671968	6.92445767996
18	-0.403083275622	94429.4003909	28.7244107806
18	-0.103929142099	13014.8912488	7.07703804595
18	0.652569143453	781.313851028	2.304984886
18	-0.0713004255548	11575.1541397	12.3247536283
19	-1.14920515747	5401.18772014	8.18017849952
19	0.258998338546	481.547492088	1.62068564387
19	0.0414372779789	2269.14205819	5.82531666118
19	0.0261563571493	3079.94816491	7.61008330153
19	0.100691138809	1459.32950748	3.64094763487
19	-0.0148107308033	306476.681731	21.9893141908
19	-2.26389704229	10519.1324684	5.04373608725
19	-27.8930049408	51408.6604207	8.35308005169
19	-0.41232457023	9514.16593651	7.89213521653
19	-12.0946767797	88840.1484362	13.6188097727
19	0.101209273076	8110.83519297	11.0858241943
19	0.0107263909012	39139.4340962	9.9854275184
19	-0.073735044139	13695.9373967	9.6163328439
19	0.0981930178526	2022.83404994	4.27193889761
19	-0.039775794423	25866.5436226	9.00625841501
19	0.136081810017	2118.45771794	4.10583091339
20	-2.82811954381	199225.740134	11.7552329833
20	-0.11802167408	1498.23274543	4.84418786075
20	0.0355681188013	428.28325063	2.91132056905
20	0.00169729568326	2591.23333031	3.57659391762
20	-2.92544831623	11162.0949461	5.69631006918
20	0.154489662232	17637.6219146	6.1602358415
20	0.14696729985	1088.76991914	1.98265078538
20	0.000416401496381	815100.164094	25.5934653617
20	-1.22206199265	17928.939104	10.1203401667
20	-0.470555234629	98970.3544048	30.1945647019
20	-0.640834828516	5855.85375804	4.954268776
20	0.136433104492	2257.80694849	7.10235783054
20	-0.109710311181	46530.3612382	15.6648036789
20	0.0035642605964	1070.04947799	4.59031485615
20	0.283179698688	1630.30388613	4.33981741497
21	-2.82717492537	98632.7126034	14.3290261377
21	0.114259265454	2953.6878434	4.78188375078
21	0.142297605944	24001.3720659	10.3627647769
21	-0.0190436934989	5692.30511132	6.60320297977
21	0.0803957984404	48049.3709173	12.8450269353
21	0.56982672052	311.938306868	1.54805650716
21	0.18492904902	3582.33649631	4.78225142397
21	-0.03015949254	693.540364934	2.92991195215
21	0.537784845452	830.963562866	3.17355237152
21	0.416095776394	647.27922176	2.39211145338
21	-0.651696647307	5530.65698588	7.03579438125
21	0.14460496789	1474.33332491	2.22438132277
21	0.329850710728	775.391923426	2.4423644042
21	0.62386602003	1245.0476471	3.46429601645
21	-0.746480388762	1985.37751103	4.10340089849
21	0.051049211234	979.080530664	2.20401277506
22	-1.7526391416	20588.0595655	17.7554890684
22	0.670329172006	7020.02594613	6.52916289207
22	0.235345982122	840.673366643	2.03447330488
22	-0.00383637997859	818568.051006	26.9262580856
22	-0.659642755003	22638.275407	11.5366661683
22	0.120244810363	8150.94798925	3.86972212776
22	-0.116321060085	4068.3043315	5.44889262617
22	0.14865537959	4537.77230876	7.07645960539
22	0.13332754023	5376.23355109	6.23348928803
22	-14.4791970367	23426.8779625	17.8300271976
22	-0.335956165286	7790.14014232	10.0941278116
22	0.137191265329	2554.1524452	4.07308101757
22	-0.122691816482	10124.2366717	6.39835330966
22	-0.042289446675	87796.8419995	23.6322679741
22	-6.9108783731	8187.73685315	7.92408168161
23	0.0734036286919	15502.4032412	13.0000287423
23	-0.80794788773	9952.56342388	12.935284971
23	-0.0543747714971	26229.7229536	9.39430418469
23	0.0144006422491	10645.2419391	11.2012476625
23	-47.0983135194	21583.7624128	11.6614905885
23	0.0391819122178	243783.499623	16.106245756
23	0.195369498572	1312.82114629	3.41873390273
23	0.882900435635	1898.86325632	6.12696162273
23	-0.216536364244	1074.96051453	4.32585555103
23	0.476215042226	397.906857781	2.931376391
23	0.865944686895	4076.44771763	3.97926562035
23	0.0758009504491	7325.06756143	6.9792649138
23	-4.67692226495	13542.4578486	10.2223895503
23	0.110683985192	28684.4858522	9.40881287652
23	-1.11346984895	1783.70117386	1.97664686627
23	-0.0996334994864	1487.29085631	3.050893465
