year,batch_size,instances
2009,3789,1
2009,1808,1
2009,4995,1
2009,4993,1
2009,9513,1
2009,6248,1
2009,6235,1
2009,9774,1
2009,1948,2
2009,1943,1
2009,1940,3
2009,1947,2
2009,1944,2
2009,818,3
2009,819,1
2009,810,2
2009,811,1
2009,812,4
2009,817,1
2009,3206,1
2009,2853,1
2009,2855,1
2009,1993,1
2009,1491,2
2009,1493,2
2009,1494,3
2009,1495,3
2009,1496,1
2009,1497,1
2009,1498,1
2009,1627,1
2009,5267,1
2009,422,1
2009,1704,1
2009,1705,1
2009,1707,1
2009,1708,1
2009,1393,1
2009,1996,2
2009,1998,1
2009,1129,3
2009,1120,2
2009,1122,2
2009,1123,1
2009,18376,1
2009,2988,1
2009,3027,1
2009,3025,1
2009,2980,1
2009,2986,1
2009,3021,1
2009,3020,1
2009,524,1
2009,525,2
2009,526,3
2009,527,2
2009,1018,1
2009,521,2
2009,522,1
2009,523,3
2009,1015,2
2009,1010,1
2009,529,4
2009,1013,1
2009,1235,1
2009,1236,1
2009,8043,1
2009,1230,1
2009,1232,1
2009,4195,1
2009,1238,1
2009,1239,4
2009,2526,1
2009,4358,1
2009,3955,1
2009,4351,2
2009,6502,1
2009,438,4
2009,439,1
2009,436,3
2009,437,3
2009,434,2
2009,435,2
2009,432,7
2009,433,1
2009,430,4
2009,431,3
2009,3809,1
2009,3806,1
2009,11347,1
2009,747,1
2009,28865,1
2009,4774,1
2009,4179,1
2009,24624,1
2009,9948,1
2009,5817,1
2009,16217,1
2009,2464,2
2009,994,5
2009,17613,1
2009,7397,1
2009,17616,1
2009,4618,1
2009,238,6
2009,239,9
2009,234,9
2009,235,5
2009,236,7
2009,237,11
2009,230,16
2009,231,6
2009,232,7
2009,233,9
2009,2226,1
2009,2227,1
2009,21894,1
2009,1,99881
2009,5923,1
2009,146,15
2009,147,28
2009,144,19
2009,145,22
2009,142,13
2009,143,14
2009,140,15
2009,141,20
2009,2468,1
2009,5355,1
2009,148,14
2009,149,28
2009,1056,1
2009,2087,1
2009,3342,2
2009,56098,1
2009,2533,1
2009,2530,1
2009,3404,1
2009,2714,1
2009,62931,1
2009,7954,1
2009,4186,1
2009,1833,1
2009,1831,1
2009,3799,1
2009,3798,1
2009,28554,1
2009,3791,1
2009,3793,1
2009,4981,1
2009,2407,1
2009,9563,1
2009,2403,2
2009,2400,1
2009,932,2
2009,931,1
2009,930,1
2009,936,3
2009,935,1
2009,934,1
2009,1955,1
2009,1957,1
2009,1956,1
2009,1951,1
2009,1952,1
2009,3248,1
2009,9951,1
2009,829,2
2009,828,3
2009,825,2
2009,824,1
2009,827,2
2009,826,1
2009,821,1
2009,823,3
2009,822,1
2009,911,1
2009,12904,1
2009,4393,1
2009,1480,1
2009,1487,1
2009,1485,1
2009,1484,1
2009,1489,1
2009,1713,1
2009,9385,1
2009,795,1
2009,794,2
2009,5256,1
2009,792,3
2009,791,4
2009,1714,1
2009,16433,1
2009,799,1
2009,798,3
2009,613,1
2009,1273,1
2009,1132,2
2009,1131,1
2009,1130,1
2009,1137,2
2009,1134,4
2009,2419,2
2009,77306,1
2009,7786,1
2009,4977,2
2009,24362,1
2009,7141,1
2009,3015,1
2009,519,1
2009,518,4
2009,18744,1
2009,926,1
2009,1008,1
2009,1007,2
2009,510,5
2009,513,1
2009,512,4
2009,1003,1
2009,1002,1
2009,517,3
2009,1000,63
2009,623,4
2009,622,1
2009,621,2
2009,620,1
2009,627,2
2009,1222,1
2009,625,2
2009,624,1
2009,629,3
2009,628,5
2009,4184,1
2009,1228,1
2009,8293,1
2009,4345,1
2009,4343,1
2009,27612,1
2009,2,7864
2009,11,301
2009,10,921
2009,13,301
2009,12,324
2009,15,328
2009,14,302
2009,17,285
2009,16,278
2009,19,295
2009,18,274
2009,3272,2
2009,3194,1
2009,3903,1
2009,1397,1
2009,11483,1
2009,4164,1
2009,4162,1
2009,16028,1
2009,1471,1
2009,9959,1
2009,5803,1
2009,5807,1
2009,9953,2
2009,688,3
2009,201,10
2009,200,68
2009,203,8
2009,19923,1
2009,205,7
2009,204,13
2009,207,3
2009,206,12
2009,209,8
2009,208,5
2009,3476,1
2009,25366,1
2009,3471,1
2009,1570,2
2009,2744,1
2009,2232,1
2009,2235,1
2009,680,1
2009,5932,1
2009,5930,1
2009,86843,1
2009,229,6
2009,85397,1
2009,2096,1
2009,4575,1
2009,19817,1
2009,2099,1
2009,3653,1
2009,2188,1
2009,2522,1
2009,19904,1
2009,5066,1
2009,2707,1
2009,5069,1
2009,5068,1
2009,16979,1
2009,1829,1
2009,1828,1
2009,1825,1
2009,1823,1
2009,1822,2
2009,2146,1
2009,6259,1
2009,2412,1
2009,4978,1
2009,2414,1
2009,2141,1
2009,2416,1
2009,920,2
2009,921,1
2009,922,2
2009,923,4
2009,925,3
2009,2149,1
2009,6254,1
2009,3950,1
2009,1920,1
2009,1921,1
2009,1923,1
2009,1924,1
2009,1927,1
2009,7368,1
2009,3475,1
2009,830,3
2009,836,3
2009,837,3
2009,834,1
2009,835,1
2009,839,1
2009,3,4144
2009,4222,1
2009,36909,1
2009,11933,1
2009,12918,1
2009,3319,1
2009,5483,1
2009,786,2
2009,787,1
2009,780,2
2009,782,3
2009,783,2
2009,1725,2
2009,788,2
2009,789,2
2009,1721,1
2009,49501,1
2009,15127,1
2009,153,10
2009,60,66
2009,61,31
2009,62,52
2009,63,53
2009,64,52
2009,3000,6
2009,66,45
2009,67,39
2009,68,29
2009,69,48
2009,1589,1
2009,1370,2
2009,1582,2
2009,1580,1
2009,405,2
2009,1039,1
2009,508,4
2009,509,1
2009,506,6
2009,507,3
2009,504,1
2009,505,2
2009,502,2
2009,503,1
2009,500,32
2009,501,5
2009,1212,1
2009,631,2
2009,1210,1
2009,634,1
2009,635,1
2009,636,5
2009,637,1
2009,638,1
2009,1218,1
2009,1376,1
2009,23132,1
2009,9395,1
2009,15015,1
2009,5659,1
2009,16720,1
2009,8263,1
2009,2899,1
2009,2897,1
2009,1729,1
2009,1454,1
2009,1455,1
2009,1456,1
2009,1105,1
2009,1102,2
2009,1100,3
2009,1453,2
2009,1109,1
2009,13794,1
2009,3867,1
2009,3866,1
2009,1723,1
2009,3837,1
2009,4833,1
2009,3734,1
2009,5726,1
2009,7773,1
2009,3915,1
2009,3911,1
2009,3910,1
2009,6733,2
2009,4798,2
2009,6738,1
2009,4790,1
2009,4791,1
2009,4793,2
2009,4150,1
2009,32927,1
2009,216,10
2009,217,8
2009,214,13
2009,215,10
2009,212,5
2009,213,8
2009,210,13
2009,211,9
2009,79985,1
2009,218,7
2009,219,10
2009,19792,1
2009,6086,1
2009,16567,1
2009,6081,1
2009,27209,1
2009,5908,1
2009,3488,1
2009,3483,1
2009,3487,1
2009,4562,1
2009,2550,1
2009,3005,1
2009,2555,1
2009,2392,1
2009,2393,1
2009,12781,1
2009,3001,1
2009,65,47
2009,2770,1
2009,2773,1
2009,98889,1
2009,16417,1
2009,9494,1
2009,1858,2
2009,6265,1
2009,60423,1
2009,1854,2
2009,4412,1
2009,1856,1
2009,1857,1
2009,2173,1
2009,2171,2
2009,919,3
2009,918,2
2009,2174,1
2009,915,1
2009,914,1
2009,917,2
2009,4963,1
2009,913,1
2009,912,3
2009,2604,1
2009,2607,1
2009,48471,1
2009,3262,1
2009,10034,1
2009,1939,1
2009,1938,1
2009,846,1
2009,842,2
2009,840,2
2009,849,3
2009,374,3
2009,7157,1
2009,44553,1
2009,41059,1
2009,7012,1
2009,48014,1
2009,1731,1
2009,1735,1
2009,1734,1
2009,1737,1
2009,1736,1
2009,13124,1
2009,13125,1
2009,753,1
2009,752,1
2009,751,1
2009,750,6
2009,757,2
2009,756,1
2009,755,1
2009,754,1
2009,759,4
2009,758,2
2009,1595,1
2009,1032,2
2009,1597,1
2009,1596,1
2009,3074,1
2009,3075,1
2009,3076,1
2009,1592,1
2009,2954,1
2009,2955,1
2009,1599,2
2009,1598,1
2009,1025,1
2009,1026,1
2009,1021,1
2009,5342,1
2009,1022,1
2009,1029,1
2009,91152,1
2009,1034,1
2009,605,3
2009,604,2
2009,606,1
2009,601,3
2009,600,7
2009,603,2
2009,602,3
2009,1205,4
2009,4369,1
2009,1200,1
2009,1202,1
2009,5649,1
2009,4277,1
2009,15579,1
2009,2002,1
2009,3108,1
2009,3105,1
2009,3107,1
2009,1110,1
2009,1115,1
2009,1117,1
2009,1352,1
2009,1119,1
2009,1118,3
2009,1448,1
2009,4093,1
2009,5735,1
2009,1355,1
2009,489,3
2009,488,8
2009,487,2
2009,486,1
2009,485,2
2009,484,3
2009,483,3
2009,482,4
2009,481,1
2009,480,5
2009,991,3
2009,6465,1
2009,7744,1
2009,9691,1
2009,3921,1
2009,3927,1
2009,3929,1
2009,96479,1
2009,4146,1
2009,4141,1
2009,3857,1
2009,9938,1
2009,73825,1
2009,6093,1
2009,6650,1
2009,5918,1
2009,199,28
2009,198,15
2009,2289,1
2009,195,13
2009,194,8
2009,197,12
2009,196,9
2009,191,6
2009,190,10
2009,193,8
2009,192,12
2009,6385,1
2009,3679,1
2009,4558,1
2009,4556,1
2009,4555,1
2009,6388,1
2009,2543,1
2009,1106,1
2009,2546,1
2009,2545,1
2009,1104,1
2009,2387,1
2009,2388,1
2009,10332,1
2009,2769,1
2009,5000,2
2009,3585,1
2009,2762,2
2009,9158,1
2009,9488,1
2009,7901,1
2009,900,2
2009,906,2
2009,907,1
2009,904,1
2009,905,3
2009,6279,1
2009,1841,5
2009,1840,2
2009,1846,1
2009,4424,1
2009,2168,1
2009,4953,1
2009,2167,1
2009,2160,1
2009,9733,1
2009,2613,1
2009,7342,1
2009,3256,1
2009,3295,1
2009,3296,1
2009,5130,1
2009,854,1
2009,855,2
2009,856,4
2009,857,2
2009,850,4
2009,851,1
2009,853,1
2009,3458,1
2009,858,2
2009,6,1080
2009,14788,1
2009,30480,1
2009,18203,1
2009,3864,1
2009,8935,1
2009,741,2
2009,742,1
2009,743,1
2009,744,2
2009,745,2
2009,746,3
2009,15145,1
2009,749,1
2009,6890,1
2009,3060,2
2009,6894,1
2009,2946,1
2009,14491,1
2009,14365,1
2009,1050,2
2009,5356,1
2009,1052,1
2009,5354,1
2009,1054,1
2009,1055,1
2009,5351,1
2009,1057,1
2009,1058,2
2009,2917,2
2009,2918,1
2009,1694,2
2009,1693,2
2009,716,1
2009,1791,1
2009,1699,2
2009,1279,1
2009,618,1
2009,619,3
2009,4314,2
2009,4315,1
2009,612,1
2009,1271,1
2009,610,1
2009,611,3
2009,616,2
2009,617,1
2009,614,6
2009,615,2
2009,8248,1
2009,26783,1
2009,710,3
2009,34387,1
2009,1470,1
2009,7046,1
2009,1476,1
2009,1478,2
2009,1479,1
2009,31606,1
2009,1306,2
2009,8425,1
2009,1302,1
2009,5743,1
2009,498,11
2009,499,19
2009,494,6
2009,495,4
2009,496,5
2009,497,7
2009,490,4
2009,491,4
2009,492,2
2009,493,4
2009,24,208
2009,25,221
2009,26,190
2009,27,196
2009,20,330
2009,21,219
2009,22,243
2009,23,220
2009,28,214
2009,29,243
2009,3935,1
2009,3933,1
2009,3932,1
2009,12537,1
2009,4131,1
2009,4133,1
2009,4136,1
2009,3840,1
2009,3843,1
2009,3846,1
2009,16097,1
2009,31868,1
2009,4044,1
2009,7,731
2009,3982,1
2009,10874,1
2009,3665,1
2009,3698,1
2009,2280,1
2009,21830,1
2009,2286,1
2009,4538,1
2009,4542,1
2009,972,2
2009,2578,1
2009,2576,1
2009,2577,1
2009,2574,1
2009,2572,1
2009,4534,1
2009,3691,1
2009,3593,1
2009,3591,1
2009,3597,1
2009,3598,1
2009,1085,1
2009,4435,1
2009,1877,1
2009,977,1
2009,975,3
2009,974,1
2009,973,1
2009,1081,1
2009,970,2
2009,979,5
2009,182,7
2009,183,7
2009,180,6
2009,181,6
2009,186,15
2009,187,11
2009,184,15
2009,185,8
2009,2110,1
2009,188,15
2009,2113,2
2009,2116,1
2009,1918,1
2009,7356,1
2009,1911,2
2009,1910,2
2009,5101,2
2009,1915,2
2009,2112,1
2009,1916,1
2009,869,2
2009,189,12
2009,861,1
2009,865,4
2009,864,1
2009,867,1
2009,866,2
2009,2025,1
2009,2026,1
2009,2752,1
2009,2023,2
2009,2029,2
2009,883,2
2009,882,2
2009,881,2
2009,880,1
2009,886,2
2009,885,4
2009,884,1
2009,889,3
2009,888,1
2009,7505,1
2009,775,2
2009,774,3
2009,777,2
2009,776,3
2009,771,1
2009,770,2
2009,773,1
2009,779,2
2009,778,4
2009,77,37
2009,76,35
2009,75,40
2009,74,43
2009,73,61
2009,72,42
2009,71,52
2009,70,50
2009,2976,1
2009,2977,1
2009,79,31
2009,78,30
2009,1043,2
2009,1041,2
2009,1040,2
2009,1046,1
2009,1044,2
2009,5368,1
2009,1681,1
2009,1680,1
2009,1683,1
2009,1685,1
2009,1684,2
2009,1686,1
2009,2981,1
2009,1432,1
2009,1269,1
2009,8251,1
2009,669,6
2009,608,2
2009,666,1
2009,665,2
2009,664,3
2009,663,1
2009,662,2
2009,661,2
2009,660,4
2009,14575,1
2009,5103,1
2009,29980,1
2009,8781,1
2009,8787,1
2009,640,1
2009,3126,1
2009,8,689
2009,1467,1
2009,1463,2
2009,1315,2
2009,1314,1
2009,1313,1
2009,1312,1
2009,1310,2
2009,1319,2
2009,5756,1
2009,6441,1
2009,4237,1
2009,4235,1
2009,6918,1
2009,6448,1
2009,528,2
2009,7722,1
2009,7725,1
2009,319,5
2009,318,6
2009,313,4
2009,312,3
2009,311,6
2009,310,7
2009,317,3
2009,316,3
2009,315,3
2009,314,7
2009,8325,1
2009,2757,1
2009,4212,1
2009,5681,1
2009,1337,1
2009,25327,1
2009,446,7
2009,22414,1
2009,2324,1
2009,630,2
2009,5971,1
2009,5976,1
2009,5975,1
2009,3610,1
2009,2298,1
2009,2293,1
2009,2297,1
2009,2294,1
2009,19699,1
2009,2569,1
2009,632,1
2009,2369,2
2009,2367,1
2009,2360,1
2009,5029,1
2009,2582,1
2009,10313,1
2009,5025,1
2009,1863,1
2009,1862,1
2009,4449,1
2009,3722,1
2009,964,2
2009,965,6
2009,966,1
2009,967,1
2009,960,2
2009,961,4
2009,4680,1
2009,963,2
2009,36256,1
2009,968,2
2009,2109,2
2009,1710,1
2009,2103,1
2009,2101,2
2009,2106,1
2009,2105,1
2009,10000,3
2009,10002,1
2009,17592,1
2009,22959,1
2009,878,1
2009,879,2
2009,877,1
2009,874,1
2009,875,1
2009,872,2
2009,643,3
2009,870,1
2009,871,1
2009,2743,1
2009,2742,2
2009,2745,1
2009,2032,1
2009,4595,1
2009,9,551
2009,3096,1
2009,12356,1
2009,4842,1
2009,890,3
2009,891,4
2009,895,3
2009,896,2
2009,897,1
2009,898,2
2009,899,3
2009,646,4
2009,1249,2
2009,57953,1
2009,5204,1
2009,3540,1
2009,20974,1
2009,5291,1
2009,5197,1
2009,1789,1
2009,769,3
2009,2960,1
2009,2962,1
2009,762,2
2009,763,2
2009,1782,1
2009,761,3
2009,2969,1
2009,1785,1
2009,764,2
2009,1787,2
2009,3048,1
2009,3041,1
2009,7119,1
2009,3047,1
2009,71583,1
2009,1077,2
2009,1074,2
2009,1073,2
2009,1071,1
2009,18220,1
2009,1674,1
2009,1675,1
2009,1670,1
2009,1673,1
2009,1094,2
2009,1096,2
2009,1097,2
2009,678,2
2009,1091,4
2009,4339,1
2009,674,3
2009,675,1
2009,676,3
2009,4335,1
2009,1098,1
2009,671,2
2009,672,1
2009,673,1
2009,3139,1
2009,1533,1
2009,15697,1
2009,1051,1
2009,1411,1
2009,1414,1
2009,1416,4
2009,1417,1
2009,1323,1
2009,1326,1
2009,1327,2
2009,1325,1
2009,9854,1
2009,12426,1
2009,5766,1
2009,5,1773
2009,647,2
2009,1256,1
2009,1520,2
2009,1521,1
2009,1250,3
2009,1523,3
2009,35031,1
2009,1528,2
2009,308,5
2009,309,4
2009,300,27
2009,301,8
2009,3951,1
2009,303,5
2009,304,12
2009,305,15
2009,306,5
2009,307,7
2009,4112,1
2009,4113,1
2009,4119,1
2009,159141,1
2009,2978,2
2009,7893,1
2009,98681,1
2009,2474,1
2009,4063,1
2009,5785,1
2009,5780,1
2009,2974,1
2009,5150,1
2009,1446,1
2009,473,5
2009,3607,1
2009,5361,1
2009,2990,1
2009,6117,1
2009,2358,1
2009,19992,1
2009,2353,1
2009,10928,1
2009,2356,1
2009,7183,1
2009,9459,1
2009,52040,1
2009,4452,1
2009,1898,1
2009,1899,1
2009,13348,1
2009,1897,1
2009,1891,1
2009,959,2
2009,2137,1
2009,4927,1
2009,2130,3
2009,4699,1
2009,950,2
2009,953,2
2009,955,1
2009,957,2
2009,956,2
2009,6025,1
2009,101908,1
2009,12365,1
2009,3423,1
2009,6334,1
2009,2003,1
2009,2000,11
2009,2007,1
2009,2008,1
2009,1852,2
2009,4851,1
2009,4582,1
2009,3557,1
2009,3555,1
2009,4305,1
2009,667,1
2009,1262,1
2009,2176,1
2009,1261,3
2009,18677,1
2009,719,3
2009,718,1
2009,1793,1
2009,2919,1
2009,715,1
2009,714,2
2009,1797,2
2009,712,1
2009,1794,2
2009,6840,1
2009,1069,1
2009,57839,1
2009,1061,1
2009,1060,2
2009,1063,1
2009,1062,2
2009,1065,1
2009,1064,2
2009,1669,1
2009,1665,2
2009,1664,1
2009,591,5
2009,590,1
2009,593,2
2009,592,2
2009,595,3
2009,597,1
2009,596,1
2009,599,2
2009,598,1
2009,4324,1
2009,4326,1
2009,3147,1
2009,4621,1
2009,2820,1
2009,2821,1
2009,2823,1
2009,3384,1
2009,1409,1
2009,1408,1
2009,1403,1
2009,1401,1
2009,1407,1
2009,1404,1
2009,449,2
2009,448,5
2009,1339,1
2009,693,2
2009,443,4
2009,442,2
2009,441,1
2009,440,4
2009,447,5
2009,4218,2
2009,445,8
2009,444,3
2009,9845,1
2009,39,99
2009,38,95
2009,33,142
2009,32,204
2009,31,198
2009,30,280
2009,37,106
2009,36,93
2009,35,111
2009,34,142
2009,641,2
2009,1536,2
2009,1535,1
2009,642,1
2009,1245,2
2009,1532,1
2009,1531,1
2009,1246,1
2009,649,4
2009,648,1
2009,1538,1
2009,339,4
2009,338,5
2009,335,6
2009,334,5
2009,337,5
2009,336,7
2009,331,9
2009,330,2
2009,333,3
2009,332,6
2009,4100,1
2009,4106,1
2009,26431,1
2009,3899,3
2009,3891,1
2009,3896,1
2009,3894,1
2009,6618,1
2009,5955,1
2009,4072,1
2009,5797,2
2009,3962,1
2009,39130,1
2009,3960,1
2009,3961,1
2009,3631,1
2009,6106,1
2009,6105,1
2009,2349,1
2009,1889,2
2009,1885,1
2009,3701,1
2009,1881,1
2009,2120,1
2009,948,1
2009,4919,1
2009,946,2
2009,4917,2
2009,945,2
2009,942,1
2009,943,1
2009,940,2
2009,941,1
2009,6038,1
2009,11716,1
2009,97417,1
2009,5179,1
2009,2656,1
2009,2654,1
2009,133,23
2009,132,15
2009,131,26
2009,130,12
2009,137,17
2009,136,28
2009,135,15
2009,134,19
2009,139,19
2009,138,17
2009,4233,1
2009,6327,1
2009,9688,1
2009,1354,1
2009,2018,2
2009,1930,2
2009,2015,1
2009,2017,1
2009,2016,1
2009,9685,1
2009,2013,1
2009,2012,1
2009,1452,2
2009,49351,1
2009,3562,1
2009,4486,1
2009,4481,1
2009,4483,1
2009,708,2
2009,709,1
2009,3035,1
2009,704,2
2009,706,2
2009,707,1
2009,700,2
2009,701,3
2009,702,4
2009,88,45
2009,89,31
2009,20350,1
2009,82,38
2009,83,40
2009,80,48
2009,81,42
2009,86,40
2009,87,52
2009,84,40
2009,85,37
2009,5317,1
2009,1658,1
2009,1659,1
2009,410,1
2009,1656,1
2009,1389,1
2009,586,2
2009,584,1
2009,582,1
2009,583,5
2009,580,1
2009,581,4
2009,588,3
2009,589,2
2009,7624,1
2009,12994,1
2009,3155,2
2009,28795,1
2009,7629,1
2009,33867,1
2009,1436,2
2009,3393,1
2009,5403,1
2009,1433,1
2009,1430,2
2009,1431,1
2009,3398,1
2009,1637,1
2009,1439,1
2009,458,5
2009,459,1
2009,450,7
2009,451,4
2009,452,3
2009,453,3
2009,454,5
2009,455,4
2009,456,5
2009,1347,1
2009,9876,1
2009,3700,1
2009,832,1
2009,1503,2
2009,1500,5
2009,1501,1
2009,652,1
2009,653,2
2009,650,1
2009,651,2
2009,1509,1
2009,658,1
2009,659,2
2009,3945,2
2009,3946,1
2009,3885,1
2009,4651,1
2009,3881,1
2009,4918,1
2009,3883,1
2009,949,2
2009,8074,1
2009,15924,1
2009,19736,1
2009,6627,1
2009,4008,1
2009,4006,1
2009,322,4
2009,323,5
2009,320,12
2009,3972,2
2009,326,1
2009,327,4
2009,324,6
2009,325,6
2009,328,3
2009,329,6
2009,3621,1
2009,2819,1
2009,3623,1
2009,2818,1
2009,2334,1
2009,2338,2
2009,2339,1
2009,3714,1
2009,3719,1
2009,3718,1
2009,4477,1
2009,4909,1
2009,2488,1
2009,2485,1
2009,2483,1
2009,2480,1
2009,2249,1
2009,2244,1
2009,995,5
2009,2465,1
2009,997,3
2009,996,9
2009,2460,2
2009,990,3
2009,993,5
2009,992,4
2009,5147,1
2009,999,9
2009,998,16
2009,120,38
2009,121,23
2009,122,22
2009,123,15
2009,124,22
2009,125,25
2009,126,17
2009,127,31
2009,128,22
2009,129,13
2009,520,1
2009,4873,1
2009,3414,1
2009,6317,1
2009,2793,1
2009,2797,1
2009,5421,1
2009,9655,1
2009,9658,1
2009,9301,1
2009,3579,1
2009,3578,1
2009,5090,2
2009,3574,1
2009,3571,2
2009,2667,1
2009,2664,1
2009,2668,1
2009,8964,1
2009,16968,1
2009,2935,1
2009,2932,1
2009,2931,1
2009,14606,1
2009,1644,1
2009,20182,1
2009,1642,2
2009,8817,1
2009,8813,1
2009,579,2
2009,578,3
2009,6494,1
2009,573,6
2009,572,2
2009,570,1
2009,577,1
2009,8172,1
2009,575,2
2009,574,1
2009,2809,1
2009,12968,1
2009,3169,1
2009,2802,1
2009,3165,1
2009,3163,1
2009,2804,1
2009,4360,1
2009,1421,2
2009,1420,2
2009,1423,2
2009,3369,1
2009,1428,2
2009,14734,1
2009,731,2
2009,730,1
2009,733,1
2009,732,1
2009,735,3
2009,734,3
2009,736,1
2009,739,4
2009,738,2
2009,4273,1
2009,469,2
2009,468,5
2009,4275,2
2009,465,1
2009,464,5
2009,467,4
2009,466,3
2009,461,4
2009,460,1
2009,463,6
2009,462,2
2009,4884,1
2009,4862,1
2009,5559,1
2009,6485,1
2009,1518,1
2009,1515,2
2009,1510,1
2009,1513,1
2009,1512,1
2009,4225,1
2009,4755,1
2009,5880,1
2009,6551,1
2009,3187,1
2009,3181,1
2009,16048,1
2009,3397,1
2009,4018,1
2009,357,3
2009,356,5
2009,355,3
2009,354,5
2009,353,5
2009,352,1
2009,351,5
2009,350,8
2009,3984,1
2009,3986,1
2009,359,3
2009,358,2
2009,1033,1
2009,2322,2
2009,2321,1
2009,2320,1
2009,4700,1
2009,2329,1
2009,4709,1
2009,289,9
2009,288,5
2009,1299,1
2009,98309,1
2009,281,9
2009,280,3
2009,283,7
2009,282,7
2009,285,3
2009,284,7
2009,287,4
2009,286,5
2009,21175,1
2009,1441,2
2009,3767,1
2009,263,2
2009,262,9
2009,261,6
2009,260,7
2009,267,8
2009,266,12
2009,265,4
2009,264,6
2009,269,10
2009,268,7
2009,19924,1
2009,2499,1
2009,6017,1
2009,2492,1
2009,2494,1
2009,2497,1
2009,2256,1
2009,2254,1
2009,2252,1
2009,2251,1
2009,2250,1
2009,2476,1
2009,988,1
2009,989,2
2009,2471,1
2009,982,2
2009,983,4
2009,980,1
2009,981,5
2009,986,4
2009,987,5
2009,984,5
2009,985,4
2009,115,21
2009,114,31
2009,117,35
2009,116,23
2009,111,29
2009,110,26
2009,113,17
2009,112,37
2009,119,24
2009,118,28
2009,4803,1
2009,2780,1
2009,4806,1
2009,2782,1
2009,2789,1
2009,2078,1
2009,2071,2
2009,2075,2
2009,1330,1
2009,49371,1
2009,3506,1
2009,9793,1
2009,2679,1
2009,15896,1
2009,14383,2
2009,2920,1
2009,2923,1
2009,2922,1
2009,2925,1
2009,57867,1
2009,1986,2
2009,1987,2
2009,1984,1
2009,1633,1
2009,1634,1
2009,1983,2
2009,3213,2
2009,98908,1
2009,1989,1
2009,18664,1
2009,70492,1
2009,568,1
2009,569,4
2009,8779,1
2009,18045,1
2009,2812,1
2009,560,2
2009,561,1
2009,562,1
2009,564,1
2009,565,2
2009,566,2
2009,567,2
2009,3170,1
2009,3172,1
2009,3174,1
2009,3177,1
2009,1189,1
2009,3377,2
2009,1185,1
2009,1182,1
2009,1183,3
2009,1181,1
2009,726,1
2009,727,1
2009,724,1
2009,725,1
2009,722,4
2009,720,1
2009,721,1
2009,1744,1
2009,1746,1
2009,1747,1
2009,1740,2
2009,1741,1
2009,728,2
2009,729,2
2009,1164,1
2009,1165,2
2009,1166,3
2009,1167,1
2009,1161,1
2009,1162,1
2009,1163,1
2009,27430,1
2009,1168,2
2009,1169,1
2009,4240,1
2009,5524,1
2009,203582,1
2009,48,121
2009,49,153
2009,46,77
2009,47,81
2009,44,79
2009,45,98
2009,42,91
2009,43,63
2009,40,107
2009,41,54
2009,471,2
2009,1293,3
2009,1297,1
2009,1294,1
2009,1295,1
2009,1360,1
2009,796,3
2009,1361,1
2009,1711,2
2009,1381,1
2009,13828,1
2009,793,1
2009,1716,1
2009,6543,1
2009,1715,1
2009,790,3
2009,472,3
2009,1367,1
2009,470,4
2009,7468,1
2009,476,5
2009,477,3
2009,474,6
2009,475,9
2009,478,1
2009,479,3
2009,2916,1
2011,5259,1
2011,1200,8
2011,22669,1
2011,4020,1
2011,26378,1
2011,5984,1
2011,5985,1
2011,344,10
2011,345,10
2011,346,8
2011,347,5
2011,340,18
2011,341,6
2011,3999,1
2011,3998,3
2011,3997,1
2011,3996,2
2011,17293,1
2011,3993,2
2011,349,16
2011,3990,3
2011,5534,1
2011,1158,2
2011,12894,1
2011,2919,1
2011,6158,1
2011,960,6
2011,4683,1
2011,4733,1
2011,4737,2
2011,2318,2
2011,2319,1
2011,2316,1
2011,2317,2
2011,4738,1
2011,4739,1
2011,2313,1
2011,2310,1
2011,2311,2
2011,2184,1
2011,298,26
2011,299,23
2011,296,16
2011,297,15
2011,294,11
2011,295,10
2011,292,12
2011,293,11
2011,290,17
2011,291,8
2011,586,10
2011,3774,1
2011,4522,1
2011,270,24
2011,271,16
2011,272,17
2011,273,17
2011,274,13
2011,275,14
2011,276,9
2011,277,8
2011,278,14
2011,279,10
2011,19979,1
2011,4659,1
2011,738,1
2011,6194,1
2011,7888,1
2011,2108,2
2011,2262,1
2011,7997,1
2011,7883,2
2011,2266,3
2011,17256,1
2011,2265,1
2011,2442,1
2011,2443,1
2011,1781,3
2011,2447,1
2011,2444,1
2011,2445,1
2011,9257,1
2011,2448,1
2011,9253,1
2011,108,64
2011,109,55
2011,7862,2
2011,102,60
2011,103,53
2011,100,503
2011,101,82
2011,106,54
2011,107,71
2011,104,56
2011,105,63
2011,2046,2
2011,2047,1
2011,2044,1
2011,2045,3
2011,4817,1
2011,2043,3
2011,2040,1
2011,2041,2
2011,4819,1
2011,2048,1
2011,2049,2
2011,1373,2
2011,11612,1
2011,7788,1
2011,10005,1
2011,4843,1
2011,2639,1
2011,5113,1
2011,7516,1
2011,3511,1
2011,3446,1
2011,3517,1
2011,3515,1
2011,1375,1
2011,6206,1
2011,6202,1
2011,2685,1
2011,2686,3
2011,2687,1
2011,2680,2
2011,342,6
2011,1211,3
2011,343,8
2011,1374,3
2011,99,177
2011,98,118
2011,27389,1
2011,4937,1
2011,9743,1
2011,91,55
2011,90,75
2011,93,65
2011,92,57
2011,95,73
2011,94,60
2011,97,104
