year,batch_size,instances
2010,801,1
2010,800,11
2010,807,5
2010,806,1
2010,804,2
2010,30184,1
2010,1085,2
2010,2844,1
2010,2845,1
2010,33520,1
2010,40307,1
2010,30189,1
2010,20271,1
2010,3324,1
2010,3328,1
2010,10185,1
2010,1774,1
2010,1777,1
2010,1776,1
2010,1771,4
2010,1773,1
2010,1772,1
2010,7054,1
2010,608,4
2010,9231,1
2010,15931,1
2010,3977,2
2010,2999,2
2010,1155,1
2010,1154,1
2010,8143,1
2010,6997,1
2010,1151,1
2010,1150,2
2010,1152,2
2010,2807,1
2010,5512,1
2010,2998,2
2010,1550,1
2010,1553,1
2010,59,57
2010,58,78
2010,1556,1
2010,55,73
2010,54,75
2010,57,49
2010,56,60
2010,51,71
2010,50,386
2010,53,66
2010,52,69
2010,537,6
2010,536,1
2010,535,2
2010,534,8
2010,533,2
2010,532,4
2010,531,1
2010,530,3
2010,9952,1
2010,2992,1
2010,539,2
2010,538,6
2010,8036,1
2010,19921,1
2010,9999,1
2010,9998,3
2010,2996,1
2010,3295,1
2010,27709,1
2010,12852,1
2010,9995,1
2010,5135,1
2010,12585,1
2010,11037,1
2010,5133,1
2010,59303,1
2010,429,4
2010,428,3
2010,1399,1
2010,421,2
2010,420,5
2010,423,7
2010,422,1
2010,425,8
2010,424,3
2010,427,6
2010,426,3
2010,3813,1
2010,3816,2
2010,20023,1
2010,302,8
2010,3457,1
2010,4290,2
2010,1443,1
2010,1321,1
2010,5261,1
2010,1971,2
2010,4743,1
2010,4740,1
2010,9977,3
2010,9976,1
2010,16000,1
2010,9972,1
2010,5866,1
2010,5863,1
2010,1355,2
2010,2181,1
2010,2186,1
2010,229,7
2010,2184,3
2010,227,13
2010,226,13
2010,225,9
2010,224,15
2010,223,8
2010,222,7
2010,221,10
2010,220,18
2010,2213,1
2010,2210,1
2010,2216,1
2010,2214,1
2010,2337,3
2010,27230,1
2010,151,15
2010,21625,1
2010,153,14
2010,152,13
2010,155,16
2010,154,13
2010,157,20
2010,156,15
2010,159,10
2010,158,14
2010,1293,2
2010,2430,1
2010,2437,1
2010,2436,1
2010,2435,1
2010,2434,1
2010,7839,1
2010,19831,1
2010,1161,1
2010,93722,1
2010,5765,1
2010,4514,1
2010,6186,1
2010,6180,1
2010,2507,1
2010,2506,1
2010,2504,1
2010,17776,1
2010,2723,1
2010,2722,1
2010,5280,2
2010,10172,1
2010,2729,1
2010,2728,1
2010,7947,1
2010,186256,1
2010,1805,1
2010,8999,1
2010,1803,1
2010,1802,1
2010,1546,1
2010,8992,1
2010,3789,1
2010,1809,1
2010,4996,1
2010,4997,2
2010,4995,1
2010,6238,1
2010,6248,1
2010,6236,1
2010,6231,2
2010,4998,2
2010,4999,2
2010,14852,1
2010,0,4
2010,14074,1
2010,7003,1
2010,1948,1
2010,1544,1
2010,1942,1
2010,1943,1
2010,3252,1
2010,1941,2
2010,1946,3
2010,1947,1
2010,8869,1
2010,818,3
2010,819,4
2010,1255,2
2010,810,2
2010,811,3
2010,812,2
2010,813,1
2010,814,2
2010,815,1
2010,817,5
2010,15612,1
2010,2858,1
2010,1522,1
2010,2850,2
2010,2853,1
2010,1993,3
2010,2857,1
2010,1490,1
2010,1491,3
2010,3331,1
2010,3330,1
2010,3337,1
2010,1495,5
2010,3335,1
2010,1497,4
2010,1498,6
2010,14210,1
2010,14217,1
2010,1994,3
2010,1700,1
2010,1701,2
2010,1394,1
2010,1706,1
2010,1708,2
2010,1393,2
2010,1624,2
2010,47786,1
2010,2096,1
2010,1391,1
2010,2091,1
2010,1390,1
2010,1128,1
2010,1129,3
2010,1169,1
2010,1122,1
2010,1123,2
2010,1124,2
2010,1125,3
2010,1126,1
2010,3000,3
2010,8934,2
2010,2989,2
2010,3028,1
2010,2983,1
2010,2986,1
2010,2985,1
2010,524,5
2010,525,3
2010,526,5
2010,527,4
2010,520,1
2010,521,5
2010,522,6
2010,523,7
2010,1014,4
2010,1015,3
2010,1016,3
2010,1010,4
2010,1011,5
2010,8730,1
2010,1013,2
2010,1235,1
2010,1237,2
2010,1230,1
2010,1231,2
2010,1232,1
2010,4199,1
2010,4197,1
2010,1238,1
2010,1091,1
2010,5670,1
2010,8287,1
2010,5672,1
2010,4358,1
2010,4357,1
2010,6000,2
2010,6500,2
2010,9359,1
2010,438,7
2010,439,9
2010,436,2
2010,437,3
2010,434,4
2010,435,2
2010,432,3
2010,433,4
2010,430,5
2010,431,2
2010,741,1
2010,3805,1
2010,3804,1
2010,3802,1
2010,1120,1
2010,2864,1
2010,2481,1
2010,19117,1
2010,9102,1
2010,5702,1
2010,7558,1
2010,3082,1
2010,16103,2
2010,11312,1
2010,35677,1
2010,4773,1
2010,4076,1
2010,4174,1
2010,23808,1
2010,4177,1
2010,9992,1
2010,4172,1
2010,4173,1
2010,6753,1
2010,4178,1
2010,9943,1
2010,2465,1
2010,238,12
2010,239,6
2010,234,14
2010,235,8
2010,236,7
2010,237,10
2010,230,10
2010,231,10
2010,232,9
2010,233,18
2010,2228,1
2010,2229,1
2010,2224,1
2010,5149,1
2010,2223,1
2010,5716,1
2010,1,185968
2010,27224,1
2010,5927,1
2010,5921,1
2010,5929,1
2010,146,18
2010,147,13
2010,144,17
2010,145,18
2010,142,30
2010,143,9
2010,140,30
2010,141,14
2010,2468,2
2010,148,15
2010,149,18
2010,4507,1
2010,4500,1
2010,1055,2
2010,1056,1
2010,2083,1
2010,16699,1
2010,3403,1
2010,7074,1
2010,1190,2
2010,2532,1
2010,2711,1
2010,20671,1
2010,2714,2
2010,2715,1
2010,9366,1
2010,2719,1
2010,8987,1
2010,8981,1
2010,1197,1
2010,3408,1
2010,7959,1
2010,5075,1
2010,1832,3
2010,1833,1
2010,1836,2
2010,1837,1
2010,1834,1
2010,1835,3
2010,1838,2
2010,2406,2
2010,2155,1
2010,939,3
2010,938,3
2010,4984,1
2010,2400,3
2010,4986,2
2010,6240,1
2010,931,3
2010,930,3
2010,937,2
2010,936,3
2010,934,4
2010,10525,1
2010,5388,1
2010,10528,1
2010,1956,2
2010,1952,2
2010,1959,1
2010,1958,4
2010,14993,1
2010,14991,1
2010,13099,1
2010,7315,1
2010,33120,1
2010,829,2
2010,828,2
2010,1824,1
2010,825,3
2010,824,2
2010,827,4
2010,826,3
2010,821,6
2010,820,1
2010,823,4
2010,822,3
2010,1177,1
2010,1483,1
2010,1481,1
2010,619,1
2010,1487,4
2010,1486,2
2010,1485,1
2010,9013,1
2010,14203,1
2010,3304,2
2010,1488,1
2010,3302,1
2010,5493,1
2010,797,4
2010,796,5
2010,795,3
2010,794,3
2010,793,1
2010,792,3
2010,9382,1
2010,929,3
2010,799,5
2010,798,5
2010,612,2
2010,3095,1
2010,1139,1
2010,1273,1
2010,1133,1
2010,616,1
2010,1131,1
2010,1130,1
2010,1137,2
2010,15954,1
2010,1135,1
2010,1275,1
2010,15138,1
2010,614,1
2010,2418,1
2010,7787,1
2010,1277,3
2010,14339,1
2010,14686,1
2010,14680,1
2010,7140,1
2010,3017,1
2010,3014,1
2010,519,2
2010,518,1
2010,4972,3
2010,1009,1
2010,1008,3
2010,1007,6
2010,510,3
2010,1005,17
2010,1004,16
2010,1003,32
2010,1002,34
2010,1001,41
2010,1000,164
2010,623,2
2010,622,7
2010,621,5
2010,620,7
2010,627,4
2010,1222,1
2010,625,2
2010,624,2
2010,629,1
2010,628,1
2010,4185,1
2010,4184,1
2010,1229,2
2010,1228,1
2010,6530,1
2010,15000,1
2010,4347,1
2010,4344,1
2010,8241,1
2010,2887,1
2010,7493,1
2010,9975,1
2010,2,18217
2010,8611,1
2010,24292,1
2010,3879,1
2010,3875,1
2010,3877,1
2010,1286,1
2010,11,603
2010,10,2634
2010,13,463
2010,12,563
2010,15,569
2010,14,489
2010,17,447
2010,16,460
2010,19,615
2010,18,564
2010,5789,2
2010,3305,1
2010,3903,1
2010,928,2
2010,3909,1
2010,11161,1
2010,4761,1
2010,6744,1
2010,15956,1
2010,4166,1
2010,4165,1
2010,4164,1
2010,13890,1
2010,4160,1
2010,678,1
2010,3192,1
2010,688,2
2010,201,9
2010,200,121
2010,203,9
2010,202,7
2010,205,13
2010,204,13
2010,207,8
2010,206,9
2010,209,14
2010,208,8
2010,12046,1
2010,1572,1
2010,687,3
2010,837,3
2010,12688,1
2010,2232,1
2010,2235,2
2010,2234,1
2010,680,6
2010,682,2
2010,21642,1
2010,4608,1
2010,228,4
2010,3492,2
2010,3491,1
2010,2097,1
2010,4573,1
2010,48904,1
2010,2090,1
2010,4578,1
2010,3655,1
2010,3657,1
2010,3650,2
2010,2524,1
2010,2527,1
2010,2520,1
2010,4496,1
2010,1404,1
2010,8388,1
2010,4494,1
2010,4600,2
2010,9784,1
2010,9378,1
2010,5067,1
2010,2705,1
2010,3952,1
2010,2700,1
2010,9377,1
2010,48493,1
2010,4090,1
2010,1828,1
2010,4404,1
2010,4405,1
2010,4406,2
2010,1820,2
2010,4403,1
2010,2411,1
2010,2410,2
2010,2412,4
2010,2668,2
2010,2416,1
2010,920,3
2010,921,4
2010,924,4
2010,925,2
2010,926,3
2010,927,3
2010,5390,1
2010,4326,1
2010,3276,1
2010,5748,1
2010,1924,2
2010,1926,2
2010,1928,2
2010,4226,1
2010,3278,2
2010,3474,1
2010,833,6
2010,830,6
2010,831,2
2010,836,1
2010,3471,1
2010,834,2
2010,3473,1
2010,8885,1
2010,839,3
2010,3,9629
2010,4222,1
2010,2175,1
2010,1267,1
2010,5487,1
2010,784,4
2010,787,4
2010,780,3
2010,783,2
2010,1727,1
2010,1724,2
2010,1722,1
2010,789,2
2010,1721,2
2010,6592,1
2010,150,43
2010,60,115
2010,61,50
2010,62,47
2010,63,62
2010,64,57
2010,65,53
2010,66,53
2010,67,59
2010,68,66
2010,69,69
2010,1589,1
2010,1370,2
2010,7157,1
2010,7155,1
2010,8491,1
2010,1584,2
2010,2433,1
2010,1038,1
2010,1039,1
2010,508,6
2010,509,8
2010,506,7
2010,1375,2
2010,504,3
2010,1031,2
2010,502,7
2010,503,5
2010,500,73
2010,501,3
2010,1212,2
2010,631,1
2010,632,3
2010,1211,3
2010,1216,1
2010,635,1
2010,636,7
2010,637,4
2010,638,1
2010,639,6
2010,400,27
2010,4245,1
2010,9126,1
2010,4371,1
2010,4376,1
2010,5653,1
2010,4374,1
2010,5651,1
2010,465,1
2010,2894,1
2010,2897,1
2010,2896,1
2010,1454,2
2010,1107,3
2010,1980,1
2010,1102,1
2010,1103,1
2010,1452,1
2010,1453,1
2010,1458,2
2010,1459,1
2010,1108,1
2010,1109,1
2010,4080,1
2010,4081,1
2010,4082,1
2010,4086,1
2010,4087,1
2010,4089,2
2010,4454,1
2010,3865,1
2010,1723,2
2010,1895,1
2010,8403,1
2010,1897,1
2010,6419,1
2010,6418,1
2010,9816,1
2010,19133,1
2010,1891,1
2010,7778,1
2010,42633,1
2010,3919,1
2010,5836,1
2010,4153,1
2010,27114,1
2010,8081,1
2010,69532,1
2010,4699,1
2010,4698,1
2010,9926,1
2010,9927,1
2010,216,11
2010,217,11
2010,214,8
2010,215,13
2010,212,14
2010,213,9
2010,210,10
2010,211,9
2010,218,8
2010,219,10
2010,3094,1
2010,22178,1
2010,12675,1
2010,12677,1
2010,4,6172
2010,6497,1
2010,3489,1
2010,43583,1
2010,3482,1
2010,4562,1
2010,9905,1
2010,2474,1
2010,3648,1
2010,19860,1
2010,4569,1
2010,4568,1
2010,3643,1
2010,2551,1
2010,21985,1
2010,2555,1
2010,2557,1
2010,11678,1
2010,2559,3
2010,2396,2
2010,2394,1
2010,2392,1
2010,2390,1
2010,2391,2
2010,2399,2
2010,2778,1
2010,4898,1
2010,4893,1
2010,2771,1
2010,2774,1
2010,2776,1
2010,3167,2
2010,13147,1
2010,9143,1
2010,7976,1
2010,7970,1
2010,7972,1
2010,1858,1
2010,1859,3
2010,5693,1
2010,1851,1
2010,4415,1
2010,16788,1
2010,4410,1
2010,2172,1
2010,5168,1
2010,2176,2
2010,918,1
2010,2174,1
2010,4968,1
2010,915,1
2010,914,2
2010,2178,1
2010,916,3
2010,911,2
2010,910,3
2010,4961,1
2010,912,6
2010,2605,1
2010,2606,2
2010,2603,1
2010,1457,1
2010,1423,2
2010,3262,1
2010,1936,2
2010,1939,1
2010,1938,1
2010,10030,1
2010,847,2
2010,846,4
2010,844,1
2010,843,2
2010,842,1
2010,841,3
2010,840,3
2010,849,2
2010,848,5
2010,1582,2
2010,3365,1
2010,1580,2
2010,2407,1
2010,1732,1
2010,1735,1
2010,1734,2
2010,1220,1
2010,753,3
2010,752,1
2010,751,2
2010,750,7
2010,757,3
2010,755,4
2010,754,2
2010,759,5
2010,758,2
2010,3070,1
2010,1032,1
2010,1597,1
2010,1596,1
2010,3074,1
2010,1590,1
2010,2954,1
2010,2956,1
2010,2950,2
2010,1030,1
2010,2952,1
2010,1025,3
2010,1024,1
2010,1027,3
2010,505,5
2010,1021,1
2010,1020,1
2010,9156,1
2010,6142,1
2010,1036,1
2010,1800,1
2010,1029,1
2010,1028,2
2010,7164,1
2010,1037,1
2010,1035,2
2010,605,4
2010,630,3
2010,607,2
2010,606,3
2010,601,7
2010,600,11
2010,603,2
2010,602,6
2010,1204,3
2010,1206,1
2010,609,1
2010,1200,5
2010,1203,1
2010,47616,1
2010,633,3
2010,634,8
2010,5643,1
2010,4276,1
2010,3108,1
2010,1214,1
2010,14553,1
2010,14551,1
2010,14556,1
2010,3103,1
2010,1111,2
2010,1110,1
2010,1113,3
2010,1444,4
2010,1115,6
2010,1117,5
2010,1440,2
2010,1119,2
2010,6330,1
2010,467,2
2010,1449,1
2010,466,3
2010,461,8
2010,4099,1
2010,4098,1
2010,1356,3
2010,5737,1
2010,6047,1
2010,489,7
2010,488,3
2010,487,4
2010,486,6
2010,485,4
2010,484,6
2010,483,1
2010,482,8
2010,481,4
2010,480,5
2010,6468,1
2010,9809,1
2010,6461,1
2010,7580,1
2010,9802,1
2010,12416,1
2010,61679,1
2010,6233,1
2010,28615,1
2010,3922,1
2010,8305,1
2010,6720,1
2010,8300,1
2010,8095,1
2010,4148,1
2010,4144,1
2010,11261,1
2010,4141,1
2010,3857,1
2010,3852,2
2010,5650,1
2010,9933,1
2010,992,13
2010,9930,1
2010,4306,1
2010,2380,1
2010,3005,2
2010,16579,1
2010,12669,1
2010,19653,1
2010,5918,1
2010,19306,1
2010,5915,1
2010,5910,1
2010,25527,1
2010,199,40
2010,198,15
2010,3664,1
2010,195,13
2010,194,17
2010,197,21
2010,196,13
2010,191,14
2010,190,20
2010,193,17
2010,192,12
2010,3678,2
2010,4556,2
2010,4557,2
2010,4554,1
2010,3674,1
2010,3675,1
2010,2541,1
2010,2546,1
2010,2545,1
2010,2549,1
2010,11442,1
2010,2382,1
2010,2385,1
2010,2387,1
2010,2388,1
2010,1451,1
2010,3582,1
2010,3583,2
2010,3584,2
2010,5006,1
2010,3586,1
2010,5004,3
2010,3588,2
2010,2762,1
2010,2761,1
2010,1101,4
2010,2765,1
2010,3668,1
2010,999,53
2010,4309,1
2010,6913,1
2010,6271,1
2010,903,6
2010,900,5
2010,901,5
2010,906,2
2010,907,4
2010,904,1
2010,4422,1
2010,4423,1
2010,909,6
2010,1846,1
2010,4424,1
2010,1844,1
2010,2168,2
2010,5598,1
2010,4952,1
2010,4953,1
2010,2167,1
2010,2160,1
2010,2163,1
2010,9733,1
2010,2614,1
2010,9739,1
2010,4627,1
2010,7346,1
2010,3299,1
2010,1908,1
2010,1906,1
2010,1907,3
2010,3296,1
2010,3297,1
2010,1902,1
2010,1900,1
2010,1901,2
2010,854,3
2010,855,8
2010,856,2
2010,857,2
2010,850,1
2010,851,3
2010,852,1
2010,853,4
2010,3458,1
2010,858,4
2010,6,2422
2010,41516,1
2010,13954,1
2010,9027,1
2010,14141,1
2010,7006,1
2010,5228,2
2010,2272,1
2010,54251,1
2010,740,2
2010,2859,1
2010,742,1
2010,743,1
2010,744,2
2010,745,3
2010,746,3
2010,747,6
2010,748,1
2010,749,2
2010,12003,1
2010,3060,1
2010,17940,1
2010,6897,2
2010,2948,1
2010,2947,1
2010,2945,1
2010,2941,1
2010,2940,1
2010,1050,3
2010,9895,1
2010,1052,3
2010,1054,2
2010,2916,1
2010,5351,1
2010,1058,1
2010,1059,2
2010,3989,1
2010,1696,2
2010,1793,1
2010,1695,1
2010,716,1
2010,1278,2
2010,1279,2
2010,4312,1
2010,714,1
2010,4314,1
2010,4315,1
2010,1270,1
2010,613,1
2010,610,2
2010,611,5
2010,1274,2
2010,617,4
2010,1276,3
2010,615,9
2010,11454,1
2010,1795,3
2010,710,1
2010,3333,1
2010,3116,1
2010,14768,1
2010,1472,1
2010,1473,1
2010,1470,2
2010,1471,3
2010,1476,3
2010,1474,2
2010,1494,2
2010,1478,1
2010,1479,1
2010,8642,1
2010,20638,1
2010,1306,2
2010,1300,1
2010,1496,2
2010,1303,1
2010,1308,2
2010,1309,1
2010,5740,1
2010,5742,1
2010,3590,1
2010,498,15
2010,499,25
2010,2590,1
2010,1499,1
2010,494,6
2010,495,10
2010,496,15
2010,497,21
2010,490,6
2010,491,9
2010,492,6
2010,493,13
2010,24,387
2010,25,482
2010,26,331
2010,27,349
2010,20,1699
2010,21,407
2010,22,328
2010,23,323
2010,6472,1
2010,7595,1
2010,28,386
2010,29,396
2010,5588,1
2010,3934,1
2010,3936,1
2010,3930,2
2010,3933,1
2010,3932,1
2010,11277,1
2010,8336,1
2010,6717,1
2010,1516,1
2010,12536,1
2010,15215,1
2010,9903,1
2010,4132,2
2010,4133,1
2010,12539,1
2010,3840,1
2010,39274,1
2010,3844,1
2010,3846,1
2010,13289,1
2010,13288,1
2010,1064,2
2010,4462,1
2010,4044,1
2010,4045,1
2010,4047,1
2010,4040,1
2010,4049,1
2010,7,1852
2010,25757,1
2010,2289,3
2010,3661,1
2010,2281,1
2010,17543,1
2010,3669,1
2010,2285,3
2010,1910,3
2010,4545,1
2010,2570,1
2010,2378,1
2010,2379,1
2010,2374,1
2010,2377,1
2010,2370,1
2010,2371,1
2010,2373,2
2010,2594,1
2010,3592,1
2010,2597,1
2010,3597,1
2010,2592,1
2010,5036,2
2010,3598,1
2010,2599,1
2010,3695,2
2010,1876,1
2010,1877,3
2010,1874,1
2010,1875,1
2010,1872,1
2010,4432,1
2010,595,3
2010,1878,4
2010,1879,1
2010,977,8
2010,976,5
2010,975,8
2010,974,4
2010,973,7
2010,972,5
2010,971,11
2010,970,8
2010,596,3
2010,6281,1
2010,979,5
2010,978,5
2010,182,12
2010,183,16
2010,180,20
2010,181,11
2010,186,15
2010,187,18
2010,184,18
2010,185,24
2010,2110,2
2010,1071,1
2010,188,12
2010,189,10
2010,2117,1
2010,2627,1
2010,2624,1
2010,1919,1
2010,1918,2
2010,9580,1
2010,3289,2
2010,3288,1
2010,1911,1
2010,7358,1
2010,3285,1
2010,1912,1
2010,5106,1
2010,2112,1
2010,3280,1
2010,869,5
2010,868,1
2010,2113,1
2010,3449,1
2010,861,2
2010,860,5
2010,863,2
2010,862,2
2010,865,3
2010,864,2
2010,867,3
2010,866,3
2010,2757,3
2010,2020,1
2010,2753,1
2010,2750,1
2010,12341,1
2010,2829,1
2010,883,1
2010,882,2
2010,880,2
2010,887,4
2010,885,3
2010,884,2
2010,889,3
2010,888,6
2010,5215,1
2010,9050,1
2010,357,4
2010,9929,1
2010,4591,2
2010,2822,1
2010,3988,1
2010,352,6
2010,775,1
2010,774,3
2010,777,3
2010,776,2
2010,771,1
2010,770,4
2010,773,2
2010,772,1
2010,14488,1
2010,778,7
2010,47455,1
2010,419,6
2010,77,37
2010,76,54
2010,75,61
2010,74,69
2010,73,57
2010,72,55
2010,71,60
2010,3059,2
2010,3057,1
2010,3054,1
2010,2971,1
2010,79,70
2010,78,55
2010,1043,1
2010,1042,2
2010,1041,1
2010,1040,1
2010,1047,1
2010,1046,2
2010,1045,1
2010,1044,5
2010,4597,1
2010,1048,1
2010,1681,1
2010,1683,1
2010,1682,1
2010,1684,1
2010,1687,2
2010,1686,1
2010,1689,1
2010,358,3
2010,4303,1
2010,1268,1
2010,4307,1
2010,7357,1
2010,668,4
2010,667,2
2010,1262,1
2010,665,3
2010,664,2
2010,663,4
2010,662,4
2010,661,3
2010,660,3
2010,8788,2
2010,3021,3
2010,3286,2
2010,18018,1
2010,49259,1
2010,3284,1
2010,3127,1
2010,10016,1
2010,1697,2
2010,1469,1
2010,1468,2
2010,1465,3
2010,8,1680
2010,1467,3
2010,1461,2
2010,8654,2
2010,34466,1
2010,1019,3
2010,1316,1
2010,1315,1
2010,1314,1
2010,1312,2
2010,1319,1
2010,6443,1
2010,6912,1
2010,9822,1
2010,4236,1
2010,4232,1
2010,6858,1
2010,28631,1
2010,5596,1
2010,528,2
2010,529,4
2010,1012,3
2010,31507,1
2010,111383,1
2010,3948,2
2010,319,8
2010,318,3
2010,313,5
2010,312,7
2010,311,8
2010,310,8
2010,317,2
2010,316,6
2010,315,3
2010,314,8
2010,32956,1
2010,2025,2
2010,4126,1
2010,4125,1
2010,1335,1
2010,1334,1
2010,7438,1
2010,441,4
2010,1331,1
2010,6677,1
2010,1616,1
2010,445,1
2010,7534,1
2010,1332,2
2010,4053,1
2010,5973,1
2010,2759,1
2010,3407,2
2010,5976,1
2010,2461,1
2010,3610,1
2010,16332,1
2010,19500,1
2010,2291,1
2010,2294,1
2010,8494,1
2010,12841,1
2010,2567,1
2010,2368,3
2010,2364,1
2010,16164,1
2010,7290,1
2010,659,2
2010,21222,1
2010,2584,1
2010,7921,2
2010,7299,1
2010,1612,1
2010,39863,1
2010,7704,1
2010,1860,1
2010,4443,1
2010,3729,1
2010,4446,1
2010,4448,1
2010,4449,1
2010,3727,2
2010,3720,1
2010,964,3
2010,965,7
2010,966,2
2010,967,6
2010,960,3
2010,961,3
2010,962,2
2010,963,4
2010,5190,1
2010,968,5
2010,969,12
2010,6291,1
2010,2102,1
2010,2100,1
2010,2107,1
2010,5575,1
2010,10004,1
2010,2639,1
2010,3761,2
2010,2636,1
2010,2632,1
2010,9594,1
2010,1560,1
2010,1241,2
2010,878,4
2010,640,5
2010,876,7
2010,877,5
2010,874,2
2010,875,3
2010,872,7
2010,3435,2
2010,870,3
2010,871,4
2010,2741,1
2010,2035,1
2010,642,3
2010,2744,1
2010,2747,2
2010,9,1490
2010,3096,1
2010,2038,1
2010,890,1
2010,891,1
2010,892,6
2010,893,1
2010,36099,1
2010,895,2
2010,896,3
2010,897,1
2010,898,1
2010,27894,1
2010,1246,2
2010,1715,1
2010,10467,1
2010,5204,1
2010,1248,1
2010,54580,1
2010,11992,1
2010,3548,1
2010,1964,1
2010,36071,1
2010,1965,1
2010,1966,1
2010,768,4
2010,769,2
2010,763,5
2010,760,3
2010,4564,1
2010,766,4
2010,1786,3
2010,765,3
2010,7112,1
2010,7115,1
2010,3041,1
2010,3040,1
2010,1963,3
2010,6870,1
2010,1078,1
2010,1076,1
2010,1535,3
2010,1074,3
2010,1075,1
2010,1073,3
2010,5372,1
2010,40003,1
2010,1678,1
2010,1674,1
2010,1676,2
2010,1673,1
2010,1095,1
2010,1096,4
2010,1097,3
2010,1090,2
2010,679,1
2010,1092,2
2010,4339,1
2010,674,3
2010,675,4
2010,676,2
2010,677,1
2010,670,5
2010,1099,3
2010,672,2
2010,673,2
2010,3135,1
2010,1623,1
2010,3137,1
2010,3133,1
2010,36094,1
2010,3139,1
2010,18003,1
2010,15696,1
2010,1418,2
2010,1419,1
2010,1410,1
2010,1411,1
2010,1412,1
2010,1414,1
2010,1416,1
2010,1417,1
2010,1320,1
2010,644,1
2010,1914,1
2010,3703,1
2010,1328,2
2010,1329,1
2010,9850,1
2010,1480,1
2010,4200,1
2010,5,5515
2010,647,1
2010,15185,1
2010,4445,1
2010,1524,1
2010,1257,2
2010,1526,1
2010,1527,2
2010,1252,2
2010,1521,2
2010,1250,2
2010,1251,1
2010,1529,2
2010,1259,1
2010,308,12
2010,309,9
2010,3958,1
2010,300,26
2010,301,7
2010,3951,1
2010,303,5
2010,304,6
2010,305,7
2010,306,3
2010,307,7
2010,4114,1
2010,11211,1
2010,4112,2
2010,4111,1
2010,8353,1
2010,1792,1
2010,2978,1
2010,2251,1
2010,1249,2
2010,70,107
2010,2475,2
2010,6603,1
2010,5944,1
2010,10854,1
2010,4066,1
2010,10852,1
2010,5781,2
2010,5788,1
2010,980,6
2010,3607,1
2010,3604,1
2010,4897,1
2010,10730,1
2010,470,2
2010,6114,1
2010,6116,1
2010,6111,1
2010,2359,1
2010,111,26
2010,2350,3
2010,51648,1
2010,2354,1
2010,2355,1
2010,17456,1
2010,7934,1
2010,10677,1
2010,4450,1
2010,3738,1
2010,3736,1
2010,5444,1
2010,1890,1
2010,3732,3
2010,25244,1
2010,1893,1
2010,959,5
2010,958,9
2010,2135,1
2010,4697,1
2010,951,4
2010,950,4
2010,953,5
2010,952,5
2010,955,7
2010,954,7
2010,957,4
2010,956,3
2010,17213,1
2010,6023,1
2010,2649,1
2010,2640,1
2010,2642,1
2010,2645,1
2010,2646,1
2010,14007,1
2010,21498,1
2010,49720,1
2010,16853,1
2010,3422,1
2010,3426,1
2010,2002,2
2010,2000,26
2010,2001,1
2010,4589,2
2010,2007,1
2010,2004,1
2010,2005,1
2010,4584,1
2010,9694,1
2010,2009,1
2010,4853,1
2010,7390,1
2010,9070,1
2010,2034,1
2010,9079,1
2010,1857,2
2010,10103,1
2010,8250,1
2010,3553,1
2010,3552,2
2010,1263,1
2010,10585,1
2010,666,1
2010,919,1
2010,2997,1
2010,1261,2
2010,6061,1
2010,13885,1
2010,1799,1
2010,4308,1
2010,2914,3
2010,719,4
2010,718,3
2010,717,1
2010,2919,2
2010,715,3
2010,1790,2
2010,713,3
2010,712,2
2010,711,2
2010,1794,1
2010,2106,2
2010,6845,2
2010,1069,1
2010,1061,1
2010,27403,1
2010,1063,2
2010,1062,1
2010,1065,1
2010,5305,1
2010,1067,1
2010,913,1
2010,1669,1
2010,1665,1
2010,1664,1
2010,591,2
2010,590,7
2010,8231,1
2010,592,6
2010,1083,2
2010,594,5
2010,597,5
2010,1080,2
2010,599,3
2010,598,6
2010,4322,1
2010,14046,1
2010,1088,1
2010,3140,2
2010,3145,1
2010,3146,1
2010,2821,2
2010,37827,1
2010,2823,1
2010,3387,1
2010,7639,1
2010,5411,1
2010,1409,2
2010,1408,2
2010,1403,1
2010,1400,1
2010,1407,2
2010,1405,1
2010,3963,1
2010,4214,1
2010,449,6
2010,448,9
2010,1338,1
2010,4213,1
2010,443,5
2010,442,6
2010,1337,2
2010,440,8
2010,447,5
2010,446,2
2010,1333,2
2010,444,6
2010,9843,1
2010,8698,1
2010,6934,1
2010,1542,1
2010,5774,1
2010,1543,1
2010,39,117
2010,38,125
2010,1492,2
2010,5579,1
2010,33,205
2010,32,187
2010,31,213
2010,30,746
2010,37,102
2010,36,153
2010,35,143
2010,34,190
2010,641,4
2010,1536,3
2010,643,6
2010,1534,1
2010,1245,1
2010,3097,1
2010,1247,1
2010,646,5
2010,649,5
2010,648,1
2010,3099,2
2010,1539,2
2010,3264,1
2010,339,8
2010,338,6
2010,335,5
2010,334,10
2010,337,5
2010,336,6
2010,331,6
2010,330,6
2010,333,8
2010,332,7
2010,4104,1
2010,4106,1
2010,69857,1
2010,8341,1
2010,1026,2
2010,32198,1
2010,12561,1
2010,15999,1
2010,38919,1
2010,7378,1
2010,1464,1
2010,2119,1
2010,10843,1
2010,4078,1
2010,3460,1
2010,3375,1
2010,4073,1
2010,1460,2
2010,1463,2
2010,3960,1
2010,1462,1
2010,3969,1
2010,7279,1
2010,3638,2
2010,3634,1
2010,42469,1
2010,3468,1
2010,2345,1
2010,2344,2
2010,2347,1
2010,2346,3
2010,2343,4
